회사명,거래소코드,회계년도,자산(*)(요약)(IFRS),자본(*)(요약)(IFRS),차입금의존도(IFRS)(백만원),유보율(IFRS),현금비율(IFRS),부채비율(IFRS),당좌비율(IFRS),순운전자본비율(IFRS),*이자비용(요약)(IFRS)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),감가상각비(IFRS)(천원),자산(*)(요약)(IFRS연결),자본(*)(요약)(IFRS연결),차입금의존도(IFRS연결),유보율(IFRS연결)(백만원),현금비율(IFRS연결)(백만원),부채비율(IFRS연결),당좌비율(IFRS연결),순운전자본비율(IFRS연결),*이자비용(요약)(IFRS연결)(백만원),* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원),감가상각비(IFRS연결)(천원),EBITDA(IFRS)(백만원)
(주)삼진,032750,2014/12,74020,49298,7.75,1543.26,12.89,50.15,136.1,13.31,340,616,330119,83319,53432,11.33,1680.89,15.24,55.94,97.67,11.09,444,5886,540786,1749.99
(주)삼진,032750,2015/12,71818,53241,3.86,1674.7,47.8,34.89,158.8,13.97,162,784,348896,78358,58189,5.03,1838.92,54.94,34.66,157.73,16.99,225,4248,558543,2253.87
(주)삼진,032750,2016/12,71720,55994,2.93,1766.46,131.26,28.09,225.01,19.33,95,1126,397187,83807,62853,3.94,1994.13,111.33,33.34,197.29,26.08,122,4240,578703,2711.99
(주)삼진,032750,2017/12,72598,57218,2.75,1807.26,161.05,26.88,262.76,23.26,61,3199,584935,79676,63290,2.51,2008.63,162.92,25.89,278.8,31.63,71,4832,749732,4402.81
(주)삼진,032750,2018/12,72157,62182,0,1972.73,125.23,16.04,431.31,32.24,6,1065,546409,78445,64766,0,2057.66,91.77,21.12,307.2,37.59,6,994,698542,2111.07
(주)삼진,032750,2019/12,83847,69613,0.12,2220.42,90.77,20.45,370.15,35.73,0,8506,440313,96420,76734,0.1,2453.31,74.97,25.65,272.85,42.49,0,11745,684801,9448.29
(주)삼진,032750,2020/12,87834,73853,0,2361.77,91.79,18.93,384.11,36.11,0,8122,616023,101652,81589,0.22,2617.44,91.6,24.59,286.99,46.62,3,11545,1138108,8932.14
(주)삼진,032750,2021/12,95421,82859,0,2661.96,97.61,15.16,507.2,44.58,0,1111,744387,113580,91646,0,2952.74,56.82,23.93,270.22,53.53,1,1165,851451,2106.69
(주)삼진엘앤디,054090,2011/12,145373,53927,22.01,600.08,13.75,169.58,85.04,-5.47,2184,3633,580793,196287,78798,26.65,907.12,20.25,149.1,74.69,0.01,3295,11484,1295926,8616.73
(주)삼진엘앤디,054090,2012/12,131724,59967,28.98,675.25,18.48,119.66,115.87,7.7,2029,-7307,544122,184033,82288,30.67,946.46,27.26,123.65,98.18,10.02,2914,5810,802660,-3718.68
(주)삼진엘앤디,054090,2013/12,137496,73827,24.55,692.91,21.83,86.24,152.87,16.85,2025,-1329,490635,184020,92673,27.27,885.99,29.02,98.57,126.33,20.71,2791,6661,712421,2226.12
(주)삼진엘앤디,054090,2014/12,123859,72461,20.69,579.42,13.48,70.93,132.86,13.2,1776,-5064,518396,172919,88483,25.5,721.84,24.84,95.43,105.88,15.57,2526,-1855,109495,-1262.27
(주)삼진엘앤디,054090,2015/12,143950,84427,16.86,652,26.91,70.5,148.67,19.07,938,7071,357201,201281,102047,23.25,800.2,28.89,97.24,112.98,18.91,1698,12689,564871,10523.51
(주)삼진엘앤디,054090,2016/12,150604,84371,21.05,649.05,16.15,78.5,131.79,14.81,784,-1827,361415,197989,98816,25.19,769.37,19.56,100.36,95.54,16.69,1526,517,596281,1582.05
(주)삼진엘앤디,054090,2017/12,135258,85896,18.35,606.84,9.16,57.47,162.65,18.8,834,-2360,374469,162170,88777,25.3,626.69,19.99,82.67,115.18,18.95,1611,-3808,608892,625.33
(주)삼진엘앤디,054090,2018/12,135357,87813,16.96,616.29,45.13,54.14,169.91,22.73,739,1470,259099,171051,92147,25.22,647.78,45.63,85.63,121.06,21.84,1768,7568,476141,3071.26
(주)삼진엘앤디,054090,2019/12,135636,91731,15.18,647.69,35.16,47.86,156.42,17.81,672,1662,384017,170409,92609,22.15,652.34,45.79,84.01,110.72,18.35,1850,3850,665499,2841.13
(주)삼진엘앤디,054090,2020/12,129121,84519,19.67,602.88,26.73,52.77,126.68,10.19,638,-5950,413397,158976,86138,27.42,613.52,37.21,84.56,96.89,16.35,1409,2158,658920,-4772.84
(주)삼진엘앤디,054090,2021/12,140154,87834,17.31,606.46,33.5,59.57,146.39,20.16,642,1286,403671,197173,95228,28.57,663.28,36.06,107.05,100.35,17.5,1384,-791,657855,2638.21
(주)삼표시멘트,038500,2011/12,1444542,546685,51.17,755.95,2.22,164.24,24.51,-36.65,49919,-35365,902000,1560205,533091,54.66,734.68,2.33,192.67,24.23,-35.84,58310,-30012,907000,34632.96
(주)삼표시멘트,038500,2012/12,1383906,474528,53.47,642.59,0.25,191.64,51.36,-10.29,49344,34572,1009000,1475796,462043,56.52,621.38,0.47,219.41,45.19,-12.43,56622,30301,1014000,102325.8
(주)삼표시멘트,038500,2013/12,1223374,282138,59.23,320.5,4.12,333.61,24.5,-48.12,65562,12229,1080000,1379971,257401,58.68,269.83,3.78,436.12,27.8,-46.37,72103,-4707,1148000,77137.43
(주)삼표시멘트,038500,2014/12,1244758,577471,2.57,975.81,67.46,115.55,165.18,13.44,58858,54945,720000,1312245,570083,7.61,962.05,57.73,130.18,125.29,8.16,64551,64842,725000,118198.82
(주)삼표시멘트,038500,2015/12,1056134,543264,3.52,912.09,36.24,94.41,125.25,7.16,33835,41267,466000,1107696,549198,7.35,923.14,36.58,101.69,87.09,1.86,36573,46939,473000,106131.14
(주)삼표시멘트,038500,2016/12,1151509,585084,24.1,990,26.77,96.81,83.77,1.39,26821,56670,386000,1263351,596714,30.02,1011.66,29.29,111.72,84.21,1.51,29193,68542,1565000,111903.95
(주)삼표시멘트,038500,2017/12,1103911,608931,25.63,1034.42,5.66,81.29,41.64,-8.01,21883,51314,341000,1265304,632316,33.13,1077.99,12.76,100.11,43.44,-7.97,26407,74355,342000,91507.7
(주)삼표시멘트,038500,2018/12,1110495,588867,30.56,997.04,38.57,88.58,93.86,4.17,14255,-9576,161000,1306847,621045,38.16,1056.72,36.37,110.43,76.2,0.73,18945,745,161000,28265.38
(주)삼표시멘트,038500,2019/12,1111648,602300,28.48,1022.07,25.52,84.57,69.28,-0.9,14959,35183,918000,1346969,635203,37.69,1083.14,24.71,112.05,59.49,-3.32,21551,48059,918000,73633.16
(주)삼표시멘트,038500,2020/12,1132050,617792,27.07,1050.93,19.07,83.24,59.79,-4.24,12389,52560,830000,1349299,642918,35.79,1097.55,18.81,109.87,48.83,-7.51,19826,61679,830000,90272.68
(주)삼표시멘트,038500,2021/12,1186649,623153,34.54,1054.9,10.78,90.43,54.16,-3.59,11874,27315,1009000,1412331,656083,40.81,1115.65,9.65,115.27,40.63,-8.81,19363,52671,1009000,66580.28
(주)삼화네트웍스,046390,2011/12,38440,31543,11.22,332.23,8.77,21.86,238.94,22.38,423,3541,26599,39434,31891,10.95,333.95,20.15,23.65,250.73,25.6,429,3230,36244,3671.99
(주)삼화네트웍스,046390,2012/12,31092,28314,0,289.33,30.62,9.81,419.28,21.17,58,55,72210,31728,27516,0,278.48,28.54,15.31,290.07,20.08,60,-715,88199,2145.9
(주)삼화네트웍스,046390,2013/12,40898,34214,0,338.67,19.05,19.54,434.04,44.84,0,3417,62809,40350,33136,0,326.98,18.63,21.77,397.75,43.74,0,2866,74529,10348.08
(주)삼화네트웍스,046390,2014/12,41221,34960,0,328.04,47.72,17.91,484.96,44.51,0,-2338,53541,40734,34234,0,319.98,50.56,18.99,466.17,44.7,0,-2501,60169,2046.6
(주)삼화네트웍스,046390,2015/12,36668,33395,0,309.76,244.06,9.8,1114.43,44.14,0,-2131,51304,35923,32200,0,297.3,196.66,11.56,886.99,43.93,0,-2554,54677,-1139.04
(주)삼화네트웍스,046390,2016/12,46124,40832,0,401.23,120.32,12.96,1019.13,65.63,0,7352,53806,44918,39264,0,385.27,111.54,14.4,908.48,64.91,0,7018,57179,12549.05
(주)삼화네트웍스,046390,2017/12,45489,40471,0,410.2,262.63,12.4,1413.87,70.47,0,96,25183,44059,38636,0,388.8,242.58,14.03,1215.14,70.32,0,-178,27032,1458.2
(주)삼화네트웍스,046390,2018/12,54526,34510,0,348.92,64.99,58,220.88,38.16,0,-3367,20315,54810,34514,0,348.99,67.78,58.81,224.1,39.51,0,-3753,20576,-2284.96
(주)삼화네트웍스,046390,2019/12,43474,35674,0.24,361.6,176.06,21.86,469.43,39.54,16,938,181923,43304,34912,0.47,352.77,167.73,24.04,430.2,39.11,24,174,186897,4256.5
(주)삼화네트웍스,046390,2020/12,34204,29110,0.18,304.87,286.46,17.5,1461.64,60.8,9,376,230569,37985,32216,1.05,340.86,282.89,17.91,1332.35,61.16,14,-207,237067,1159.08
(주)삼화네트웍스,046390,2021/12,70406,43064,10.16,451.7,48.6,63.49,310.24,38.16,115,7555,187035,80786,44101,9.28,463.71,32.03,83.19,230.8,35.41,148,6750,196686,8097.62
(주)상보,027580,2011/12,164396,41010,38.1,604.76,21.39,300.87,66.46,-8.3,3366,12270,121475,,,,,,,,,,,,19940.66
(주)상보,027580,2012/12,176296,64594,23.25,815.85,38.69,172.93,80.71,-5.47,10059,22174,148562,,,,,,,,,,,,29998.21
(주)상보,027580,2013/12,181505,72086,27.75,920.41,28.14,151.79,71.34,-11.07,2717,9339,161212,,,,,,,,,,,,16657.93
(주)상보,027580,2014/12,174556,60905,46.66,778.37,33.61,186.6,71.27,-4.21,2537,1509,179471,174701,60534,46.62,773.24,34.27,188.6,71.32,-3.72,2537,955,181526,8644.03
(주)상보,027580,2015/12,164873,60504,45.2,482,14.53,172.5,53.18,-15.05,2909,160,216282,176565,54399,52.14,425.59,25.86,224.58,68.78,-2.97,2966,-1585,690619,6767.42
(주)상보,027580,2016/12,148825,60885,41.79,366.89,24.68,144.44,63.59,-9.22,3203,-12154,208028,168505,53601,48.21,313.22,32.22,214.37,76.36,-0.76,2979,-10818,342700,-6407.17
(주)상보,027580,2017/12,145590,55089,46.79,324.19,31.34,164.28,69.46,-1.16,3706,-6228,259164,162384,47793,51.93,270.44,33.54,239.77,77.52,5.69,3907,-4419,384384,-1027.93
(주)상보,027580,2018/12,105832,29495,51.98,125.73,17.65,258.82,55.42,-21.67,5076,1600,183525,118184,19854,58.93,57.69,19.23,495.26,65.88,-13.23,6504,4032,238351,3866.11
(주)상보,027580,2019/12,95629,38878,40.1,77.24,16.88,145.97,105.24,12.05,4180,-5643,215883,104560,29449,39.27,36.84,12.57,255.06,92.13,2.99,4244,-4959,216240,-3321.01
(주)상보,027580,2020/12,105197,42441,35.3,91.94,17.94,147.87,55.64,-14.79,2910,3131,158640,111169,33757,39.81,54.84,16.84,229.32,74.3,1.54,3900,6748,161712,5491.76
(주)상보,027580,2021/12,120702,65010,27.89,128.11,40.59,85.67,96.3,6.95,2980,4363,179632,133221,56784,31.77,100.31,34.98,134.61,101.33,16.18,3399,3226,183369,6391.25
(주)상상인,038540,2011/12,57102,43937,0,48.53,162.32,29.96,287.87,45.25,6,2746,85984,64586,47139,0.47,59.17,131.54,37.01,285.18,51.3,6,5083,227858,2949.67
(주)상상인,038540,2012/12,88464,67120,0,46.67,31.59,31.8,146.31,14.02,4,4246,104891,404172,65719,6.32,44.25,17.4,515,71.3,-20.33,27,2247,303490,4468.87
(주)상상인,038540,2013/12,92161,74505,1.37,60.42,24.39,23.7,149.83,12.34,77,2364,135688,421980,77778,5.08,67.52,6.99,442.54,74.56,-17.65,62,6834,491417,2643.69
(주)상상인,038540,2014/12,97217,80723,1.37,73.81,8.82,20.43,145.91,9.14,129,5300,113217,467464,97786,0.6,110.73,13.28,378.05,109.82,7.02,186,23767,559027,5598.35
(주)상상인,038540,2015/12,135175,94322,3.22,101.58,62.4,43.31,169.36,24.32,104,2364,117890,786123,154970,2.2,185.4,9.47,407.27,97.17,0.52,486,29547,525441,2698.87
(주)상상인,038540,2016/12,129387,98455,1.35,120.31,10,31.42,101.42,3.59,190,-770,98326,1435889,198014,0.17,333.08,11.13,625.15,82.36,-12.57,648,72434,1162856,-416.68
(주)상상인,038540,2017/12,145315,120556,0,171.09,102.88,20.54,229.62,21.43,128,611,53943,2043694,294248,0.05,534.86,4.32,594.55,92.32,-5.81,151,121890,1198763,922.45
(주)상상인,038540,2018/12,217104,142483,25.62,224.77,38.89,52.37,170.08,21.78,495,29275,27822,2842816,431677,3.46,818.78,6,558.55,97.6,-1.49,1228,175803,1166572,29539.73
(주)상상인,038540,2019/12,256168,210829,7.44,281.18,19.71,21.51,127.47,4.33,2282,73894,283436,3627157,618663,7.88,831.71,22.64,486.29,105.96,4.52,3928,182373,3387374,74576.72
(주)상상인,038540,2020/12,267824,242234,2.95,336.1,104.76,10.56,152.72,5.37,396,38647,442437,3605932,691541,6.49,936.26,10.42,421.43,81.07,-13.77,1036,94053,4637617,39561.8
(주)상상인,038540,2021/12,275656,247929,2.58,346.06,64.45,11.18,161.97,6.5,212,5549,470846,5745403,801596,4.66,1133.75,125.28,616.75,734.85,48.54,1608,132130,4562336,6457.13
(주)상상인인더스트리,101000,2011/12,77637,21289,40.14,322.2,24.17,264.69,61.34,-7.88,1365,-15728,213320,82070,21079,42.84,317.18,24.27,289.34,49.21,-15.76,1396,-16054,220187,-15037.29
(주)상상인인더스트리,101000,2012/12,75522,14706,50.71,191.66,12.8,413.53,37.46,-23.84,2143,-7289,827678,86692,13804,57.91,177.81,11.02,528,31.63,-29.97,2675,-7135,868418,-5860.76
(주)상상인인더스트리,101000,2013/12,87002,26734,45.98,318.87,8.37,225.44,46.48,-7.19,1771,1216,541646,97564,27259,51.43,325.01,7.24,257.91,39.2,-13.82,2770,3321,591302,2634.56
(주)상상인인더스트리,101000,2014/12,99274,29776,44.69,366.54,15.4,233.4,53.39,-4.95,1307,3157,194383,113789,30723,51.76,377.17,14.04,270.38,45.77,-9.9,2207,4507,252576,4405.77
(주)상상인인더스트리,101000,2015/12,97604,33301,55.12,431.13,23.95,193.09,72.86,3.66,1265,4572,162819,111357,35780,54.64,450.37,21.6,211.23,54.69,-1.04,1965,7271,220689,5838.73
(주)상상인인더스트리,101000,2016/12,123479,43066,49.98,237.39,5.56,186.72,24.99,-34.77,1294,13496,132335,132078,44863,51.34,251.46,5.87,194.4,26.02,-32.41,1573,15108,189843,14927.81
(주)상상인인더스트리,101000,2017/12,156988,52300,45.08,189.45,6.86,200.17,22.75,-45.22,2647,688,1710902,168270,47288,48.53,164.43,6.04,255.84,21.63,-47.53,3639,-4395,1773973,3641.17
(주)상상인인더스트리,101000,2018/12,69726,25235,22.29,29.96,4.69,176.31,98.41,8.49,2446,-18016,674778,,,,,,,,,,,,-16146.68
(주)상상인인더스트리,101000,2019/12,47874,24706,16.72,-19.96,8.62,93.78,177.2,42.22,1257,-946,339867,47833,24665,16.73,-20.09,8.93,93.93,177.54,42.38,1257,-987,339867,601.92
(주)상상인인더스트리,101000,2020/12,42040,26562,17.88,-16.1,23.11,58.27,158.3,54.55,543,634,231614,41965,26485,17.91,-16.35,23.32,58.45,158.54,54.7,543,597,231614,1525.94
(주)상상인인더스트리,101000,2021/12,46894,24571,20.96,-31.51,6,90.85,68.06,11.7,385,-3535,219307,46899,24571,20.95,-31.51,6.1,90.87,68.19,11.75,385,-3557,219307,-2611.52
(주)상아프론테크,089980,2011/12,112589,72127,21.64,1073.8,13.18,56.1,124.8,16.56,1033,6998,113990,112844,72320,21.59,1076.95,14.62,56.03,125.75,17.33,1033,7060,102662,12046.5
(주)상아프론테크,089980,2012/12,120249,74676,25.11,1131.86,20.52,61.03,122.34,15.6,1108,5902,128327,119966,74420,25.17,1127.7,23.24,61.2,115.71,15.59,1108,5294,150843,11402.23
(주)상아프론테크,089980,2013/12,142383,82191,26.16,1254.17,11.64,73.23,110.71,13.34,1408,8484,175297,143646,80548,26.74,1227.43,15.35,78.34,104.25,12.68,1433,7753,160250,14302.69
(주)상아프론테크,089980,2014/12,149233,85766,29.26,1284.64,6.37,74,75.55,2.42,1917,5559,207506,154764,84285,31.48,1261.01,15.58,83.62,77.49,4.34,2030,5768,191616,11696.81
(주)상아프론테크,089980,2015/12,168606,96571,29.53,1406.36,11.92,74.59,86.92,4.63,1178,12113,219972,180814,92602,35.05,1344.96,17.48,95.26,79.11,4.01,1438,10062,228260,18463.66
(주)상아프론테크,089980,2016/12,182852,107208,29.4,1519.92,6.71,70.56,111.51,11.88,1104,13391,231300,201974,98400,38.49,1387.49,10.05,105.26,90.13,6.33,1549,9094,258561,19828.65
(주)상아프론테크,089980,2017/12,192554,115175,26.51,1522.37,30.33,67.18,148.29,20.93,1018,13488,200698,219921,109484,36.09,1442.58,24.13,100.87,104.78,10.98,1944,10796,328846,20121.9
(주)상아프론테크,089980,2018/12,197053,119173,27.73,1578.44,11.75,65.35,104.25,10.76,916,10693,205298,239056,119217,36.52,1579.06,15.05,100.52,81.62,4.33,1935,14141,337346,17469.42
(주)상아프론테크,089980,2019/12,205523,143739,20.96,1784.39,9.21,42.98,150.41,20.47,1151,6703,208197,248318,143805,30.78,1785.26,10.93,72.68,114.49,15.26,2657,14886,338164,13532.71
(주)상아프론테크,089980,2020/12,230832,149945,25.17,1881.62,12.24,53.94,214.33,28.85,1407,4881,244221,283345,150017,34.53,1882.53,17.74,88.88,138.26,23.19,3140,7384,348938,11654.88
(주)상아프론테크,089980,2021/12,266966,181377,20.34,2223.87,16.31,47.19,207.84,28.83,3746,12645,323964,319567,181600,30.67,2226.66,18.39,75.97,130.92,21.24,5572,11967,713251,20092.03
(주)상지카일룸,042940,2011/12,44034,17133,42.61,-11.29,0.98,157,58.08,-20.74,1856,-5723,58751,,,,,,,,,,,,-5505.8
(주)상지카일룸,042940,2012/12,30364,9115,46.63,33.87,4.07,233.12,45.26,-35.87,1501,-8931,45719,,,,,,,,,,,,-8766.84
(주)상지카일룸,042940,2013/12,27902,12570,25.85,48.54,7.96,121.97,176.69,37.62,1583,-6874,41051,,,,,,,,,,,,-6747.13
(주)상지카일룸,042940,2014/12,22070,6925,17.6,-31.11,7.52,218.69,120.26,12.81,412,-4513,62172,,,,,,,,,,,,-4404.16
(주)상지카일룸,042940,2015/12,14568,7112,31.41,10.23,3.83,104.85,170.67,31.39,402,119,38451,,,,,,,,,,,,185.82
(주)상지카일룸,042940,2016/12,20582,2557,49.48,-65.09,46.35,704.95,88.92,-8.48,1212,-5796,98695,20634,2581,49.35,-64.76,46.57,699.33,92.22,-5.91,1212,-5824,55099,-5692.85
(주)상지카일룸,042940,2017/12,40562,26938,4.79,66.84,17.93,50.58,213.88,26.82,633,-3821,86414,40446,26787,4.8,65.91,17.88,50.99,218.17,28.01,639,-4335,103956,-3728.44
(주)상지카일룸,042940,2018/12,124581,45039,51.57,144.51,9.83,176.6,77.82,15.74,3408,2312,173620,127636,44530,50.35,141.75,11.97,186.63,34.39,16.92,1755,1838,175233,2885.4
(주)상지카일룸,042940,2019/12,127316,46258,48.43,119.21,2.62,175.23,69.47,-19.18,5870,-2391,376785,154372,44914,56.8,112.84,4.85,243.71,45.65,-37.66,6226,591,439905,-1977.28
(주)상지카일룸,042940,2020/12,119420,67593,30.55,134.66,17.6,76.68,133.45,14.09,7576,-2414,550690,185320,61193,48.46,110.42,8.48,202.84,86.88,-8.65,9821,-3099,669523,-1828.78
(주)상지카일룸,042940,2021/12,90649,74963,10.58,81.26,31.64,20.92,290.14,32.71,5548,-3259,470711,134686,57347,41.16,38.66,63.52,134.86,126.6,34.8,6671,-14673,802748,-2743.68
(주)새로닉스,042600,2011/12,62363,44981,13.69,648.58,31.51,38.64,103.27,3.61,424,-1080,172203,81522,54179,20.36,748.97,77.43,50.47,144.23,16.94,657,71,181599,744.64
(주)새로닉스,042600,2012/12,60765,40851,16.46,582.1,21.04,48.75,71.74,-1.08,450,-2530,212323,84739,47116,26.89,640.97,65.04,79.85,121.68,12.91,816,3399,222702,-814.85
(주)새로닉스,042600,2013/12,61146,39672,18.99,544.36,4.2,54.13,44.12,-7.99,476,-1809,679842,83937,47894,23.75,613.81,62.82,75.26,114.89,12.26,769,4179,694688,85.16
(주)새로닉스,042600,2014/12,66974,45500,13.26,638.18,14.67,47.2,59.94,-4.19,418,2126,302206,89873,57466,13.28,756.62,72.61,56.39,128.93,18.18,627,10612,318741,3780.55
(주)새로닉스,042600,2015/12,70086,46559,16.28,655.23,49.34,50.53,178.14,13.19,348,1300,253403,99370,64990,18.13,853.96,187.26,52.9,306.94,40.78,542,9269,280487,2934.08
(주)새로닉스,042600,2016/12,77778,52743,12.13,754.79,51.81,47.47,128.46,7.32,307,-644,195720,112030,76892,12.48,1031.71,105.62,45.7,206.41,27.8,459,4481,227443,725.05
(주)새로닉스,042600,2017/12,80020,54971,12.97,790.64,28.35,45.57,90.29,1.65,306,2972,93800,116633,71573,19.03,1039.98,37.26,62.96,112.96,13.36,551,156,128428,3899.1
(주)새로닉스,042600,2018/12,86070,56429,16.64,814.12,13.36,52.53,104.55,4.36,348,1242,77862,131320,79669,19.32,1165.46,21.35,64.83,116.72,16.19,735,4358,113655,1710.95
(주)새로닉스,042600,2019/12,82175,55829,13.91,804.46,39.3,47.19,120.02,8.57,371,497,233750,134591,81680,18.47,1195.45,41.62,64.78,126.83,18.06,780,79,291247,1011.49
(주)새로닉스,042600,2020/12,89693,52430,23.68,749.75,6.42,71.07,55.64,-7.92,381,-1459,261265,138806,77632,24.57,1129.77,16.13,78.8,81.99,6.2,1041,2044,506598,-864.9
(주)새로닉스,042600,2021/12,135886,55353,46.53,796.8,3.72,145.49,20.88,-34.39,1064,-2825,250870,232360,110461,33.91,1625.66,6.53,110.35,45.21,-11.75,1675,-629,310235,-2171.48
(주)새빗켐,107600,2011/12,,,,,,,,,,,,,,,,,,,,,,,
(주)새빗켐,107600,2012/12,,,,,,,,,,,,,,,,,,,,,,,
(주)새빗켐,107600,2013/12,,,,,,,,,,,,,,,,,,,,,,,
(주)새빗켐,107600,2019/12,,,,,,,,,,,,,,,,,,,,,,,
(주)새빗켐,107600,2020/12,,,,,,,,,,,,,,,,,,,,,,,
(주)새빗켐,107600,2021/12,23886,14646,25.69,615.02,50.83,63.08,144.74,28.47,150,5540,158530,,,,,,,,,,,,6608.08
(주)샌즈랩,411080,2021/12,7999,4868,,,,,,,2,489,122300,,,,,,,,,,,,
(주)샘씨엔에스,252990,2017/12,47983,20394,,,,,,,572,1289,50083,,,,,,,,,,,,
(주)샘씨엔에스,252990,2018/12,40324,17790,20.32,-8.15,10.35,126.66,24.34,-28.79,562,1809,52482,,,,,,,,,,,,6087.98
(주)샘씨엔에스,252990,2019/12,42050,18338,22.27,-4.86,11.05,129.31,25.01,-23.4,535,1052,150914,,,,,,,,,,,,4801.55
(주)샘씨엔에스,252990,2020/12,46717,24467,40.3,24.85,53.95,90.94,72.44,-2.75,490,7806,136119,,,,,,,,,,,,11206.63
(주)샘씨엔에스,252990,2021/12,160768,107090,29.58,329.08,190.49,50.12,2058.27,66.89,358,13627,119415,,,,,,,,,,,,16431.65
(주)샤페론,378800,2018/12,,,,,,,,,,,,,,,,,,,,,,,
(주)샤페론,378800,2019/12,,,,,,,,,,,,,,,,,,,,,,,
(주)샤페론,378800,2020/12,31526,-52993,0.54,0,30.84,0,35.88,-170.91,10,-6770,352590,,,,,,,,,,,,-6390.48
(주)샤페론,378800,2021/12,27025,24399,0.43,151.51,418.9,10.76,2072.29,89.67,6,-10466,460650,,,,,,,,,,,,-10004.69
(주)서남,294630,2011/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2012/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2013/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2014/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2015/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2016/12,,,,,,,,,,,,,,,,,,,,,,,
(주)서남,294630,2017/12,8500,4919,13.97,-28.5,81.12,72.8,127.97,14.99,1440,-1358,36179,,,,,,,,,,,,-785.74
(주)서남,294630,2018/12,10673,7131,9.37,-8.34,122.62,49.66,211.58,35.62,39,-1605,34484,,,,,,,,,,,,-981.27
(주)서남,294630,2019/12,10526,5980,16.61,-28.64,79.53,76.03,100.7,21.54,43,-4416,85644,,,,,,,,,,,,-3939.55
(주)서남,294630,2020/12,16038,12092,11.81,18.76,59.06,32.63,296.04,33.69,52,-4719,77458,,,,,,,,,,,,-4206.68
(주)서남,294630,2021/12,21664,9869,20.4,-7.72,58.63,119.51,96.85,12.98,76,-3633,75431,,,,,,,,,,,,-3009.77
(주)서린바이오사이언스,038070,2011/12,43793,30801,15.76,1405.28,47.63,42.18,409.68,46.5,186,3719,225194,,,,,,,,,,,,4205.77
(주)서린바이오사이언스,038070,2012/12,56628,37303,11.42,1521.87,16.03,51.81,273.67,44.79,295,5550,460781,,,,,,,,,,,,6261.34
(주)서린바이오사이언스,038070,2013/12,59249,41046,15.21,1541.84,39.26,44.35,413.09,52.37,266,4275,497539,60387,41566,15.73,1544.45,43.93,45.28,397.66,51.74,266,4275,497539,4920.58
(주)서린바이오사이언스,038070,2014/12,59549,42599,12.48,1538.7,18.75,39.79,277.39,44.48,287,2690,671527,60718,43144,12.92,1541.62,19.5,40.74,267.81,43.5,303,2699,683999,3467.74
(주)서린바이오사이언스,038070,2015/12,64556,45306,12.26,1498.36,21.38,42.49,236.24,39.62,264,2005,631088,66104,46328,12.58,1498.21,25.33,42.69,239.71,40.44,277,1757,644729,2715.62
(주)서린바이오사이언스,038070,2016/12,64871,48558,5.96,1528.5,42.97,33.59,241.14,36.93,29,2129,482515,66470,49692,6.35,1530.04,43.94,33.76,240.42,37.74,35,2174,503621,2687.73
(주)서린바이오사이언스,038070,2017/12,68905,51233,8.28,1491.64,20.7,34.49,139.44,25.47,76,968,613133,71038,52800,8.12,1499.73,26.44,34.54,144.34,26.77,84,1157,643353,1932.7
(주)서린바이오사이언스,038070,2018/12,68796,53194,2.43,1445.59,21.67,29.33,132.15,26.32,64,1764,836313,71612,55268,2.39,1460.73,29.82,29.57,138.38,27.94,68,1753,861222,3127.67
(주)서린바이오사이언스,038070,2019/12,77969,58956,0.03,1547.01,27.26,32.25,202.42,34.22,12,1880,814682,80707,61263,0.32,1567.07,28.88,31.74,202.01,34.79,16,1803,843079,3238.02
(주)서린바이오사이언스,038070,2020/12,74522,58968,0.01,1448.61,56.5,26.38,224.35,34.95,9,4740,763448,78247,61383,0.96,1472.4,62.8,27.47,219.56,35.69,19,4471,819011,6043.85
(주)서린바이오사이언스,038070,2021/12,133134,73778,11.34,1751.42,55.99,80.45,354.98,55.59,215,7598,802555,136566,76502,11.52,1777.5,60.36,78.51,350.35,55.68,228,7257,833268,8952.43
(주)서부티엔디,006730,2011/12,723056,416309,22.31,3362.14,21.14,73.68,87.2,-1.29,3970,3494,1741579,723205,416458,22.31,3363.29,21.15,73.66,87.46,-1.27,3970,3494,1741579,5270.03
(주)서부티엔디,006730,2012/12,843816,432594,25.24,3380.44,7.16,95.06,25.26,-22.14,5626,3922,3042306,843972,432750,25.24,3381.64,7.16,95.03,25.34,-22.11,5626,3922,3042306,7009.45
(주)서부티엔디,006730,2013/12,816449,412466,27.44,2935.86,11.55,97.94,38.96,-8.19,10671,9575,5992278,816610,412627,27.43,2936.98,11.55,97.91,39.15,-8.16,10671,9574,5992278,16748.9
(주)서부티엔디,006730,2014/12,858047,412658,28.36,2673.04,4.45,107.93,50.33,-7.87,9981,10529,6232665,858212,412823,28.36,2674.1,4.45,107.89,50.49,-7.84,9981,10528,6232665,16913.44
