회사명,거래소코드,회계년도,매출액(수익)(요약)(IFRS)(백만원),연구개발비(IFRS)(천원),매출액(수익)(요약)(IFRS연결)(백만원),연구개발비(IFRS연결)(천원)
(주)골프존뉴딘홀딩스,121440,2012/12,276342,0,289629,0
(주)골프존뉴딘홀딩스,121440,2013/12,340005,0,365126,0
(주)골프존뉴딘홀딩스,121440,2014/12,387066,0,429590,596440
(주)골프존뉴딘홀딩스,121440,2015/12,29389,0,164536,149963
(주)골프존뉴딘홀딩스,121440,2016/12,27652,0,243275,0
(주)골프존뉴딘홀딩스,121440,2017/12,23500,0,213757,2900189
(주)골프존뉴딘홀딩스,121440,2018/12,16100,0,223037,3620102
(주)골프존뉴딘홀딩스,121440,2019/12,26897,0,228936,2672997
(주)골프존뉴딘홀딩스,121440,2020/12,57481,0,292026,1576327
(주)골프존뉴딘홀딩스,121440,2021/12,80140,0,417687,1665869
(주)공구우먼,366030,2017/12,,,,
(주)공구우먼,366030,2018/12,,,,
(주)공구우먼,366030,2019/12,,,,
(주)공구우먼,366030,2020/12,32683,0,,
(주)공구우먼,366030,2021/12,47320,0,,
(주)광림,014200,2011/12,106495,0,,
(주)광림,014200,2012/12,85323,0,,
(주)광림,014200,2013/12,103442,0,,
(주)광림,014200,2014/12,92554,0,231446,185071
(주)광림,014200,2015/12,237223,462162,,
(주)광림,014200,2016/12,87303,0,87303,0
(주)광림,014200,2017/12,99421,0,135192,214932
(주)광림,014200,2018/12,75493,0,136595,282835
(주)광림,014200,2019/12,93241,0,145864,278259
(주)광림,014200,2020/12,104253,0,161220,159741
(주)광림,014200,2021/12,136953,0,188435,996968
(주)광무,029480,2011/12,50359,0,51755,0
(주)광무,029480,2012/12,40407,0,41179,0
(주)광무,029480,2013/12,10105,0,20534,0
(주)광무,029480,2014/12,38410,0,,
(주)광무,029480,2015/12,17648,0,,
(주)광무,029480,2016/12,26430,0,,
(주)광무,029480,2017/12,21541,0,,
(주)광무,029480,2018/12,20707,0,23075,0
(주)광무,029480,2019/12,25244,0,36484,0
(주)광무,029480,2020/12,25007,0,25176,0
(주)광무,029480,2021/12,18173,0,18920,0
(주)구스앤홈,329050,2017/12,,,,
(주)구스앤홈,329050,2018/12,,,,
(주)구스앤홈,329050,2019/12,,,,
(주)구스앤홈,329050,2020/12,,,,
(주)구영테크,053270,2011/12,62528,0,147832,0
(주)구영테크,053270,2012/12,65451,0,155789,0
(주)구영테크,053270,2013/12,76283,0,172747,0
(주)구영테크,053270,2014/12,77800,45952,170529,0
(주)구영테크,053270,2015/12,87109,96323,172083,0
(주)구영테크,053270,2016/12,75320,6841,148302,0
(주)구영테크,053270,2017/12,74298,4039,149833,0
(주)구영테크,053270,2018/12,81929,48921,195238,0
(주)구영테크,053270,2019/12,93133,0,230853,0
(주)구영테크,053270,2020/12,84841,0,196661,0
(주)구영테크,053270,2021/12,101637,0,203398,0
(주)국보디자인,066620,2011/12,123203,0,130690,0
(주)국보디자인,066620,2012/12,118459,0,119403,0
(주)국보디자인,066620,2013/12,153216,645834,163519,645834
(주)국보디자인,066620,2014/12,158269,801695,176374,801695
(주)국보디자인,066620,2015/12,157658,814903,192608,814903
(주)국보디자인,066620,2016/12,191621,707544,201410,707544
(주)국보디자인,066620,2017/12,262522,0,270658,0
(주)국보디자인,066620,2018/12,231093,0,254260,0
(주)국보디자인,066620,2019/12,237055,0,269006,0
(주)국보디자인,066620,2020/12,253811,0,288139,0
(주)국보디자인,066620,2021/12,295474,0,323028,0
(주)국순당,043650,2011/12,124280,766467,127686,770283
(주)국순당,043650,2012/12,115147,0,118698,869067
(주)국순당,043650,2013/12,96141,0,99174,793486
(주)국순당,043650,2014/12,89174,0,91864,731621
(주)국순당,043650,2015/12,74955,731621,77443,803665
(주)국순당,043650,2016/12,68426,822177,69701,833123
(주)국순당,043650,2017/12,60087,826255,62761,835163
(주)국순당,043650,2018/12,52679,792744,61496,801544
(주)국순당,043650,2019/12,48045,839145,102096,842545
(주)국순당,043650,2020/12,50346,0,52947,748565
(주)국순당,043650,2021/12,61741,0,65221,756659
(주)국영지앤엠,006050,2011/12,42570,0,,
(주)국영지앤엠,006050,2012/12,43782,0,,
(주)국영지앤엠,006050,2013/12,55790,0,,
(주)국영지앤엠,006050,2014/12,51492,0,,
(주)국영지앤엠,006050,2015/12,40108,0,,
(주)국영지앤엠,006050,2016/12,51457,0,,
(주)국영지앤엠,006050,2017/12,62862,0,,
(주)국영지앤엠,006050,2018/12,56301,0,,
(주)국영지앤엠,006050,2019/12,73013,0,,
(주)국영지앤엠,006050,2020/12,64386,0,,
(주)국영지앤엠,006050,2021/12,55030,0,,
(주)국전약품,307750,2018/12,,,,
(주)국전약품,307750,2019/12,,,,
(주)국전약품,307750,2020/12,80623,830105,,
(주)국전약품,307750,2021/12,85354,2651479,,
(주)그래디언트,035080,2011/12,9501,0,428572,1508580
(주)그래디언트,035080,2012/12,11151,0,454225,1412163
(주)그래디언트,035080,2013/12,7940,0,2930522,1408300
(주)그래디언트,035080,2014/12,7754,0,3135027,1756593
(주)그래디언트,035080,2015/12,12871,0,3536849,1713498
(주)그래디언트,035080,2016/12,16517,0,3845761,2151806
(주)그래디언트,035080,2017/12,12485,0,3541487,3461033
(주)그래디언트,035080,2018/12,12238,0,3440906,4408650
(주)그래디언트,035080,2019/12,8720,2687739,3412334,5441067
(주)그래디언트,035080,2020/12,169182,2906692,3169208,5278835
(주)그래디언트,035080,2021/12,15158,1630994,3115778,5886243
(주)그리티,204020,2011/12,,,,
(주)그리티,204020,2012/12,,,,
(주)그리티,204020,2013/12,,,,
(주)그리티,204020,2014/12,99246,1448030,99924,1448030
(주)그리티,204020,2015/12,101842,1615952,102486,1615952
(주)그리티,204020,2016/12,104971,1704351,105600,1704969
(주)그리티,204020,2017/12,124300,1991825,125800,1991869
(주)그리티,204020,2018/12,117056,2227685,119260,2227685
(주)그리티,204020,2019/12,120984,2163227,123080,2163227
(주)그리티,204020,2020/12,119858,2206181,123462,2206854
(주)그리티,204020,2021/12,104116,2515991,108705,2515991
(주)그린플러스,186230,2011/12,,,,
(주)그린플러스,186230,2012/12,,,,
(주)그린플러스,186230,2013/12,,,,
(주)그린플러스,186230,2014/12,,,,
(주)그린플러스,186230,2015/12,,,,
(주)그린플러스,186230,2016/12,,,,
(주)그린플러스,186230,2017/12,,,,
(주)그린플러스,186230,2018/12,42151,338707,46357,355987
(주)그린플러스,186230,2019/12,39503,354776,48832,354776
(주)그린플러스,186230,2020/12,55545,430707,62676,430707
(주)그린플러스,186230,2021/12,76238,480423,83238,503947
(주)극동자동화,272420,2014/12,,,,
(주)극동자동화,272420,2015/12,,,,
(주)극동자동화,272420,2016/12,,,,
(주)극동자동화,272420,2017/12,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,40663,64491,41504,63599
(주)글로벌스탠다드테크놀로지,083450,2012/12,62775,125475,64812,125475
(주)글로벌스탠다드테크놀로지,083450,2013/12,78918,376200,80983,376200
(주)글로벌스탠다드테크놀로지,083450,2014/12,85993,252397,89123,252397
(주)글로벌스탠다드테크놀로지,083450,2015/12,80102,4200500,84423,4200500
(주)글로벌스탠다드테크놀로지,083450,2016/12,81860,3990134,90819,3984546
(주)글로벌스탠다드테크놀로지,083450,2017/12,154762,4940700,162835,4940700
(주)글로벌스탠다드테크놀로지,083450,2018/12,115619,9091400,129850,9090657
(주)글로벌스탠다드테크놀로지,083450,2019/12,150777,10334077,168232,11914761
(주)글로벌스탠다드테크놀로지,083450,2020/12,154150,10178078,166880,11530434
(주)글로벌스탠다드테크놀로지,083450,2021/12,289753,14866875,304487,16223925
(주)금빛,045890,2011/12,48909,721388,56203,721388
(주)금빛,045890,2012/12,74367,541607,71895,541607
(주)금빛,045890,2013/12,75831,0,88415,0
(주)금빛,045890,2014/12,76784,0,82662,0
(주)금빛,045890,2015/12,79881,0,84792,0
(주)금빛,045890,2016/12,67259,0,75658,0
(주)금빛,045890,2017/12,65806,0,72904,0
(주)금빛,045890,2018/12,50397,0,53162,0
(주)금빛,045890,2019/12,55241,0,58651,0
(주)금빛,045890,2020/12,37325,0,40930,0
(주)금오하이텍,165270,2011/12,,,,
(주)금오하이텍,165270,2012/12,,,,
(주)금오하이텍,165270,2013/12,,,,
(주)금오하이텍,165270,2014/12,,,,
(주)금오하이텍,165270,2015/12,,,,
(주)금오하이텍,165270,2016/12,,,,
(주)금화피에스시,036190,2011/12,82738,0,,
(주)금화피에스시,036190,2012/12,108224,0,,
(주)금화피에스시,036190,2013/12,156631,0,166122,0
(주)금화피에스시,036190,2014/12,166948,0,189632,0
(주)금화피에스시,036190,2015/12,196920,0,235970,0
(주)금화피에스시,036190,2016/12,201547,128850,235018,128850
(주)금화피에스시,036190,2017/12,174993,54223,205782,54223
(주)금화피에스시,036190,2018/12,202098,4629,233327,4629
(주)금화피에스시,036190,2019/12,179177,0,209435,0
(주)금화피에스시,036190,2020/12,205790,0,235336,0
(주)금화피에스시,036190,2021/12,205982,0,238745,0
(주)기가레인,049080,2013/12,94056,0,94792,0
(주)기가레인,049080,2014/12,95461,0,95719,0
(주)기가레인,049080,2015/12,61255,0,61576,0
(주)기가레인,049080,2016/12,70397,0,75445,0
(주)기가레인,049080,2017/12,89874,4000,100131,14834
(주)기가레인,049080,2018/12,114669,80588,124772,80588
(주)기가레인,049080,2019/12,63361,155124,72769,317437
(주)기가레인,049080,2020/12,37871,372567,44279,232207
(주)기가레인,049080,2021/12,68974,426991,71623,335768
(주)기산텔레콤,035460,2011/12,36332,4635198,65679,4635742
(주)기산텔레콤,035460,2012/12,49241,2999071,74316,3037124
(주)기산텔레콤,035460,2013/12,48367,3070460,79464,3145895
(주)기산텔레콤,035460,2014/12,41613,3231600,74512,3403739
(주)기산텔레콤,035460,2015/12,45713,3286458,79711,3398280
(주)기산텔레콤,035460,2016/12,24680,3097587,59172,3146742
(주)기산텔레콤,035460,2017/12,29568,3148440,63468,3170865
(주)기산텔레콤,035460,2018/12,24864,3136693,56446,3807279
(주)기산텔레콤,035460,2019/12,30546,2519054,67055,3247047
(주)기산텔레콤,035460,2020/12,26787,3144474,68812,4100208
(주)기산텔레콤,035460,2021/12,18129,3109210,61875,3978030
(주)까스텔바작,308100,2016/12,33548,0,33626,0
(주)까스텔바작,308100,2017/12,83289,0,84152,0
(주)까스텔바작,308100,2018/12,92092,0,92347,0
(주)까스텔바작,308100,2019/12,81068,0,81359,0
(주)까스텔바작,308100,2020/12,67130,0,67275,0
(주)까스텔바작,308100,2021/12,66813,0,74675,0
(주)꿈비,407400,2021/12,20851,352376,20896,352376
(주)나노,187790,2014/12,,,,
(주)나노,187790,2015/12,14882,326846,29902,326846
(주)나노,187790,2016/12,18480,481911,48175,481911
(주)나노,187790,2017/12,29944,348066,73089,348066
(주)나노,187790,2018/12,34239,352308,81943,352308
(주)나노,187790,2019/12,38421,197983,73695,197983
(주)나노,187790,2020/12,36340,391015,47375,391015
(주)나노,187790,2021/12,35901,340891,51270,340891
(주)나노브릭,286750,2015/12,,,,
(주)나노브릭,286750,2016/12,,,,
(주)나노브릭,286750,2017/12,5980,387505,5983,420997
(주)나노브릭,286750,2018/12,7186,602707,7186,602707
(주)나노브릭,286750,2019/12,7775,635023,7775,635023
(주)나노브릭,286750,2020/12,8652,683635,,
(주)나노브릭,286750,2021/12,7004,1114975,,
(주)나노신소재,121600,2011/12,33481,1366730,33481,1366961
(주)나노신소재,121600,2012/12,23644,1659876,23644,1659876
(주)나노신소재,121600,2013/12,26827,2464553,27009,2464553
(주)나노신소재,121600,2014/12,27927,2223617,27927,2223617
(주)나노신소재,121600,2015/12,43140,2680262,43140,2680262
(주)나노신소재,121600,2016/12,41112,3319091,41112,3319091
(주)나노신소재,121600,2017/12,45569,3000390,45569,3000390
(주)나노신소재,121600,2018/12,52250,3596859,52250,3596859
(주)나노신소재,121600,2019/12,48893,4044050,48893,4044050
(주)나노신소재,121600,2020/12,48524,4340088,48524,4340088
(주)나노신소재,121600,2021/12,61206,5139477,61069,5139477
(주)나노엔텍,039860,2011/12,13088,2238917,13154,2324420
(주)나노엔텍,039860,2012/12,13561,780009,13435,754571
(주)나노엔텍,039860,2013/12,19072,437705,19084,437705
(주)나노엔텍,039860,2014/12,20256,739686,19499,739686
(주)나노엔텍,039860,2015/12,18652,1192623,24839,1332028
(주)나노엔텍,039860,2016/12,19929,2111497,22206,2111497
(주)나노엔텍,039860,2017/12,22133,1375511,23810,1375511
(주)나노엔텍,039860,2018/12,24871,1240790,25797,1240790
(주)나노엔텍,039860,2019/12,25099,1519493,26256,1519493
(주)나노엔텍,039860,2020/12,27440,2454964,29443,2454964
(주)나노엔텍,039860,2021/12,34234,2963927,35784,2968254
(주)나노트로닉스,010670,2011/12,16969,1520280,17114,1190998
(주)나노트로닉스,010670,2012/12,19147,201774,19430,507768
(주)나래나노텍,137080,2011/12,,,,
(주)나래나노텍,137080,2012/12,,,,
(주)나래나노텍,137080,2013/12,,,,
(주)나래나노텍,137080,2014/12,,,,
(주)나래나노텍,137080,2015/12,,,,
(주)나래나노텍,137080,2016/12,,,,
(주)나래나노텍,137080,2017/12,95816,0,,
(주)나래나노텍,137080,2018/12,95187,0,,
(주)나래나노텍,137080,2019/12,43008,0,,
(주)나래나노텍,137080,2020/12,82805,0,82805,0
(주)나래나노텍,137080,2021/12,135113,0,135153,0
(주)나무가,190510,2011/12,,,,
(주)나무가,190510,2012/12,54272,2346997,85498,2564103
(주)나무가,190510,2013/12,181936,3823571,219316,3908982
(주)나무가,190510,2014/12,193918,4331008,218331,4389048
(주)나무가,190510,2015/12,330072,5460343,403847,5597679
(주)나무가,190510,2016/12,189576,6195100,292613,6667356
(주)나무가,190510,2017/12,169354,6295230,257565,6927625
(주)나무가,190510,2018/12,199657,4741472,312825,5782505
(주)나무가,190510,2019/12,275380,6702625,362064,6702625
(주)나무가,190510,2020/12,388515,7553100,511756,7553100
(주)나무가,190510,2021/12,349340,7239699,502903,7239699
(주)나스미디어,089600,2011/12,21718,0,,
(주)나스미디어,089600,2012/12,23463,0,,
(주)나스미디어,089600,2013/12,24754,0,,
(주)나스미디어,089600,2014/12,29855,0,,
(주)나스미디어,089600,2015/12,45490,0,,
(주)나스미디어,089600,2016/12,61750,0,69943,0
(주)나스미디어,089600,2017/12,84283,0,120275,0
(주)나스미디어,089600,2018/12,71878,0,106607,0
(주)나스미디어,089600,2019/12,78373,0,117007,0
(주)나스미디어,089600,2020/12,82058,0,111641,0
(주)나스미디어,089600,2021/12,88726,0,124161,0
(주)나이벡,138610,2011/12,2702,2700,,
(주)나이벡,138610,2012/12,3876,157281,,
(주)나이벡,138610,2013/12,2272,88333,,
(주)나이벡,138610,2014/12,4786,148915,,
(주)나이벡,138610,2015/12,4174,113685,,
(주)나이벡,138610,2016/12,4804,251727,,
(주)나이벡,138610,2017/12,6303,640631,,
(주)나이벡,138610,2018/12,5208,1204012,,
(주)나이벡,138610,2019/12,9287,1683270,,
(주)나이벡,138610,2020/12,6357,1535384,,
(주)나이벡,138610,2021/12,13625,3333224,,
(주)나이스디앤비,130580,2011/12,17447,0,,
(주)나이스디앤비,130580,2012/12,19285,0,,
(주)나이스디앤비,130580,2013/12,19592,0,,
(주)나이스디앤비,130580,2014/12,21139,0,,
(주)나이스디앤비,130580,2015/12,23686,0,25675,0
(주)나이스디앤비,130580,2016/12,24018,0,33965,0
(주)나이스디앤비,130580,2017/12,32327,0,42283,0
(주)나이스디앤비,130580,2018/12,42167,0,52041,0
(주)나이스디앤비,130580,2019/12,50281,0,77330,0
(주)나이스디앤비,130580,2020/12,60301,0,82196,0
(주)나이스디앤비,130580,2021/12,64717,0,88684,0
(주)나이코,192240,2012/12,,,,
(주)나이코,192240,2013/12,,,,
(주)나이코,192240,2014/12,,,,
(주)나이코,192240,2015/12,,,,
(주)나인테크,267320,2017/12,,,,
(주)나인테크,267320,2018/12,,,,
(주)나인테크,267320,2019/12,,,,
(주)나인테크,267320,2020/12,65866,122753,,
(주)나인테크,267320,2021/12,63080,640329,,
(주)내츄럴엔도텍,168330,2012/12,21633,581232,,
(주)내츄럴엔도텍,168330,2013/12,84281,847139,,
(주)내츄럴엔도텍,168330,2014/12,124067,2021703,,
(주)내츄럴엔도텍,168330,2015/12,44506,2159764,44506,2298090
(주)내츄럴엔도텍,168330,2016/12,6556,1434464,6556,1434464
(주)내츄럴엔도텍,168330,2017/12,9239,1612229,9239,1612229
(주)내츄럴엔도텍,168330,2018/12,8893,1633652,8928,2386023
(주)내츄럴엔도텍,168330,2019/12,6615,1535410,6580,2175695
(주)내츄럴엔도텍,168330,2020/12,13273,1060845,13247,1477742
(주)내츄럴엔도텍,168330,2021/12,13817,1259772,14696,1652721
(주)네오리진,094860,2011/12,23312,0,42948,0
(주)네오리진,094860,2012/12,24668,0,,
(주)네오리진,094860,2013/12,41570,1665879,,
(주)네오리진,094860,2014/12,34583,1792001,,
(주)네오리진,094860,2015/12,12413,1725540,,
(주)네오리진,094860,2016/12,10655,485334,,
(주)네오리진,094860,2017/12,9032,367482,9263,367482
(주)네오리진,094860,2018/12,9064,637483,,
(주)네오리진,094860,2019/12,11270,649878,,
(주)네오리진,094860,2020/12,9473,1008353,,
(주)네오리진,094860,2021/12,20645,1637817,20645,1637817
(주)네오셈,253590,2016/12,,,,
(주)네오셈,253590,2017/12,,,,
(주)네오셈,253590,2018/12,,,,
(주)네오셈,253590,2019/12,25335,6286831,27226,3568608
(주)네오셈,253590,2020/12,47307,4919505,48638,3972248
(주)네오셈,253590,2021/12,34586,5229643,37176,4319701
(주)네오오토,212560,2011/12,,,,
(주)네오오토,212560,2012/12,,,,
(주)네오오토,212560,2013/12,117301,0,,
(주)네오오토,212560,2014/12,108776,0,,
(주)네오오토,212560,2015/12,115394,0,,
(주)네오오토,212560,2016/12,140544,0,,
(주)네오오토,212560,2017/12,128249,0,,
(주)네오오토,212560,2018/12,115244,0,,
(주)네오오토,212560,2019/12,118442,0,,
(주)네오오토,212560,2020/12,117499,0,,
(주)네오오토,212560,2021/12,142360,0,,
(주)네오위즈,095660,2011/12,592103,0,667748,1672538
(주)네오위즈,095660,2012/12,588447,0,674590,2441455
(주)네오위즈,095660,2013/12,371656,0,442898,3284167
(주)네오위즈,095660,2014/12,139550,0,201030,575354
(주)네오위즈,095660,2015/12,125991,0,190071,1939961
(주)네오위즈,095660,2016/12,117654,0,191038,325633
(주)네오위즈,095660,2017/12,106850,4186265,174045,4202837
(주)네오위즈,095660,2018/12,155574,5692838,215490,5692838
(주)네오위즈,095660,2019/12,202617,5590755,254498,5740940
(주)네오위즈,095660,2020/12,224298,6448414,289606,6828957
(주)네오위즈,095660,2021/12,216097,12773376,261200,12778896
(주)네오위즈홀딩스,042420,2011/12,13098,0,727227,1672538
(주)네오위즈홀딩스,042420,2012/12,19093,0,742971,2441455
(주)네오위즈홀딩스,042420,2013/12,3583,0,512085,3287473
(주)네오위즈홀딩스,042420,2014/12,1582,0,262206,575354
(주)네오위즈홀딩스,042420,2015/12,635,0,199472,1939961
(주)네오위즈홀딩스,042420,2016/12,543,0,201698,329633
(주)네오위즈홀딩스,042420,2017/12,552,0,184864,4202837
(주)네오위즈홀딩스,042420,2018/12,694,0,228327,5692838
(주)네오위즈홀딩스,042420,2019/12,1861,0,253948,5740941
(주)네오위즈홀딩스,042420,2020/12,990,0,289246,6828957
(주)네오위즈홀딩스,042420,2021/12,836,0,269322,12778896
(주)네오이뮨텍,950220,2019/12,0,8215844,0,8592474
(주)네오이뮨텍,950220,2020/12,0,21472254,0,22063906
(주)네오이뮨텍,950220,2021/12,0,34874162,0,38420991
(주)네오크레마,311390,2016/12,,,,
(주)네오크레마,311390,2017/12,,,,
(주)네오크레마,311390,2018/12,21745,513738,,
(주)네오크레마,311390,2019/12,18448,729762,19777,729762
(주)네오크레마,311390,2020/12,22125,1057501,29821,1102196
(주)네오크레마,311390,2021/12,22908,1152206,29887,1260114
(주)네오티스,085910,2011/12,29184,743436,,
(주)네오티스,085910,2012/12,34981,944994,,
(주)네오티스,085910,2013/12,36284,1114332,36117,1131076
(주)네오티스,085910,2014/12,37659,1149566,37659,1149566
(주)네오티스,085910,2015/12,35731,1246534,35731,1283022
(주)네오티스,085910,2016/12,40162,1187999,40162,1242113
(주)네오티스,085910,2017/12,43473,1320994,43473,1353633
(주)네오티스,085910,2018/12,45195,1277760,45195,1321924
(주)네오티스,085910,2019/12,42567,1338808,42409,1385071
(주)네오티스,085910,2020/12,38130,1218412,37969,1270316
(주)네오티스,085910,2021/12,45588,1255332,65983,1311422
(주)네오팜,092730,2011/12,16944,1801014,,
(주)네오팜,092730,2012/12,18774,2715659,,
(주)네오팜,092730,2013/12,20138,1595088,,
(주)네오팜,092730,2014/12,25603,1616400,,
(주)네오팜,092730,2015/12,35965,1972924,,
(주)네오팜,092730,2016/12,42257,2183263,42369,2183263
(주)네오팜,092730,2017/12,53553,2098019,53634,2098019
(주)네오팜,092730,2018/12,66336,2575964,66275,2575964
(주)네오팜,092730,2019/12,83586,2518107,83240,2518107
(주)네오팜,092730,2020/12,81466,2801542,81625,2801542
(주)네오팜,092730,2021/12,87475,2935148,87931,2935148
(주)네오퍼플,028090,2011/12,32535,92743,32535,303529
(주)네오퍼플,028090,2012/12,24959,59165,24971,59165
(주)네오펙트,290660,2017/12,7288,1224707,4454,1328127
(주)네오펙트,290660,2018/12,4557,915934,5653,915934
