회사명,거래소코드,회계년도,금융원가(요약)(IFRS)(백만원),금융수익(요약)(IFRS)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS)(백만원),금융원가(요약)(IFRS연결)(백만원),금융수익(요약)(IFRS연결)(백만원),법인세비용차감전순이익(손실)(요약)(IFRS연결)(백만원)
(주)골드퍼시픽,038530,2014/12,876,241,-7307,1344,366,-7390
(주)골드퍼시픽,038530,2015/12,599,47,-12526,859,82,-10216
(주)골드퍼시픽,038530,2016/12,489,11,-23433,,,
(주)골드퍼시픽,038530,2017/12,1516,39,-963,,,
(주)골드퍼시픽,038530,2018/12,1331,294,-4380,1336,295,-4472
(주)골드퍼시픽,038530,2019/12,3838,855,-31438,,,
(주)골드퍼시픽,038530,2020/12,3883,669,-1498,,,
(주)골드퍼시픽,038530,2021/12,1781,930,-16585,,,
(주)골프존,215000,2015/12,711,1044,42258,722,1091,45671
(주)골프존,215000,2016/12,745,1209,42712,760,1288,44009
(주)골프존,215000,2017/12,708,1815,45528,713,1888,50745
(주)골프존,215000,2018/12,815,2165,27517,819,2189,26354
(주)골프존,215000,2019/12,814,2050,33701,1004,2084,29850
(주)골프존,215000,2020/12,1235,1726,47313,1513,1796,48706
(주)골프존,215000,2021/12,1506,1591,101839,1932,1623,103764
(주)골프존뉴딘홀딩스,121440,2011/12,14203,9604,50113,14311,9844,49963
(주)골프존뉴딘홀딩스,121440,2012/12,2720,17131,81015,3454,17065,82503
(주)골프존뉴딘홀딩스,121440,2013/12,11003,11668,60032,12112,9802,58984
(주)골프존뉴딘홀딩스,121440,2014/12,5901,11203,83927,8632,6206,100521
(주)골프존뉴딘홀딩스,121440,2015/12,2358,8706,-7471,8138,3722,-20376
(주)골프존뉴딘홀딩스,121440,2016/12,1884,5693,-21389,7744,2190,3340
(주)골프존뉴딘홀딩스,121440,2017/12,3330,4592,-21171,8715,1614,-17845
(주)골프존뉴딘홀딩스,121440,2018/12,1624,3474,7902,7726,1660,9669
(주)골프존뉴딘홀딩스,121440,2019/12,1993,2967,-26644,11154,1132,-31482
(주)골프존뉴딘홀딩스,121440,2020/12,5181,4941,32909,12077,14565,40500
(주)골프존뉴딘홀딩스,121440,2021/12,2518,4118,145394,9128,4645,151886
(주)공구우먼,366030,2017/12,,,,,,
(주)공구우먼,366030,2018/12,,,,,,
(주)공구우먼,366030,2019/12,,,,,,
(주)공구우먼,366030,2020/12,28,72,5422,,,
(주)공구우먼,366030,2021/12,12,101,10428,,,
(주)광림,014200,2011/12,1318,337,3894,,,
(주)광림,014200,2012/12,806,186,623,,,
(주)광림,014200,2013/12,572,497,1830,,,
(주)광림,014200,2014/12,1153,100,1287,4767,2713,-72
(주)광림,014200,2015/12,5022,3139,13397,,,
(주)광림,014200,2016/12,1347,340,1231,1347,340,-1761
(주)광림,014200,2017/12,111432,220748,110368,4057,239,-24856
(주)광림,014200,2018/12,123312,61791,-74861,4610,454,-32876
(주)광림,014200,2019/12,32323,40569,-76127,14335,10084,-10268
(주)광림,014200,2020/12,26430,19051,-10209,13511,4830,-23941
(주)광림,014200,2021/12,26017,1093,-4746,35913,8880,-17360
(주)광무,029480,2011/12,40156,2078,-49478,36793,2260,-48068
(주)광무,029480,2012/12,12336,2369,-14940,6629,1833,-9928
(주)광무,029480,2013/12,26275,495,-33110,14851,752,-28677
(주)광무,029480,2014/12,1898,1550,-860,,,
(주)광무,029480,2015/12,2659,701,-2728,,,
(주)광무,029480,2016/12,1547,175,96,,,
(주)광무,029480,2017/12,2567,116,-3353,,,
(주)광무,029480,2018/12,3073,253,-4875,2683,280,-5121
(주)광무,029480,2019/12,3600,1353,-6275,3680,1469,-6421
(주)광무,029480,2020/12,15695,2706,-19142,20146,4246,-19541
(주)광무,029480,2021/12,5267,2738,-1060,7358,7663,-879
(주)구스앤홈,329050,2017/12,,,,,,
(주)구스앤홈,329050,2018/12,,,,,,
(주)구스앤홈,329050,2019/12,,,,,,
(주)구스앤홈,329050,2020/12,,,,,,
(주)구영테크,053270,2011/12,3838,785,2136,5426,480,108
(주)구영테크,053270,2012/12,4152,1267,1738,5944,621,2184
(주)구영테크,053270,2013/12,3690,641,2192,5397,388,3695
(주)구영테크,053270,2014/12,2848,443,1894,4087,215,3178
(주)구영테크,053270,2015/12,1889,405,3656,3113,260,4954
(주)구영테크,053270,2016/12,1342,519,5217,2622,306,3891
(주)구영테크,053270,2017/12,1574,562,1329,2792,99,1739
(주)구영테크,053270,2018/12,2417,660,3629,3838,360,7502
(주)구영테크,053270,2019/12,2454,439,1221,4192,187,3847
(주)구영테크,053270,2020/12,2294,350,1040,3303,165,988
(주)구영테크,053270,2021/12,2126,424,3528,2845,262,3778
(주)국보디자인,066620,2011/12,1743,1964,8710,1743,1468,8298
(주)국보디자인,066620,2012/12,42,1921,11428,42,1719,11078
(주)국보디자인,066620,2013/12,17,1906,12226,17,2260,13755
(주)국보디자인,066620,2014/12,865,1520,10790,865,1659,14310
(주)국보디자인,066620,2015/12,7,1323,8788,7,1511,14344
(주)국보디자인,066620,2016/12,24,1189,15043,24,1541,13256
(주)국보디자인,066620,2017/12,152,1246,23523,152,1510,22791
(주)국보디자인,066620,2018/12,14,1738,18415,57,1896,18337
(주)국보디자인,066620,2019/12,58,2001,13647,62,2354,21735
(주)국보디자인,066620,2020/12,10,1093,23029,13,1612,27647
(주)국보디자인,066620,2021/12,6,537,23708,31,889,27449
(주)국순당,043650,2011/12,0,1906,7612,32,2006,7119
(주)국순당,043650,2012/12,0,2156,6428,192,3643,7958
(주)국순당,043650,2013/12,0,2895,3002,803,11112,7873
(주)국순당,043650,2014/12,869,3427,3565,2263,9383,5694
(주)국순당,043650,2015/12,719,2655,-6137,1563,8511,-4170
(주)국순당,043650,2016/12,388,4782,-2911,408,6810,-3085
(주)국순당,043650,2017/12,0,19669,12203,1675,26665,12573
(주)국순당,043650,2018/12,0,20833,19860,381,5078,2901
(주)국순당,043650,2019/12,0,2463,654,9060,10474,-8074
(주)국순당,043650,2020/12,1014,16634,19725,664,19637,25441
(주)국순당,043650,2021/12,8638,15908,21539,6392,18588,25714
(주)국영지앤엠,006050,2011/12,17,74,-2623,,,
(주)국영지앤엠,006050,2012/12,326,122,5825,,,
(주)국영지앤엠,006050,2013/12,567,235,1147,,,
(주)국영지앤엠,006050,2014/12,1489,190,516,,,
(주)국영지앤엠,006050,2015/12,66,163,-796,,,
(주)국영지앤엠,006050,2016/12,73,154,413,,,
(주)국영지앤엠,006050,2017/12,160,117,1646,,,
(주)국영지앤엠,006050,2018/12,50,97,-542,,,
(주)국영지앤엠,006050,2019/12,63,114,1296,,,
(주)국영지앤엠,006050,2020/12,111,76,-1927,,,
(주)국영지앤엠,006050,2021/12,144,78,-6345,,,
(주)국전약품,307750,2018/12,,,,,,
(주)국전약품,307750,2019/12,,,,,,
(주)국전약품,307750,2020/12,2289,1727,-2315,,,
(주)국전약품,307750,2021/12,1326,614,5084,,,
(주)그래디언트,035080,2011/12,222,7780,-271,552,9591,-8868
(주)그래디언트,035080,2012/12,5741,589,38817,10193,2811,31786
(주)그래디언트,035080,2013/12,1873,353,-11675,6519,3760,32713
(주)그래디언트,035080,2014/12,456,93,-1170,3597,3627,50422
(주)그래디언트,035080,2015/12,170,40,13596,2946,3848,61407
(주)그래디언트,035080,2016/12,476,5,-49997,4704,2799,-34304
(주)그래디언트,035080,2017/12,231,86,-54410,3136,5118,-50276
(주)그래디언트,035080,2018/12,1060,116,4942,4214,12649,9848
(주)그래디언트,035080,2019/12,590,1357,4597,8390,13456,24058
(주)그래디언트,035080,2020/12,1464,3313,-5315,11374,9655,-18715
(주)그래디언트,035080,2021/12,568,10290,19420,2873,32685,31861
(주)그리티,204020,2011/12,,,,,,
(주)그리티,204020,2012/12,,,,,,
(주)그리티,204020,2013/12,,,,,,
(주)그리티,204020,2014/12,292,595,8762,787,1049,9574
(주)그리티,204020,2015/12,515,779,6807,1241,1534,7540
(주)그리티,204020,2016/12,502,829,6228,1686,1728,4651
(주)그리티,204020,2017/12,458,852,9770,1893,1800,9848
(주)그리티,204020,2018/12,502,1269,8988,1585,1968,7673
(주)그리티,204020,2019/12,772,1247,3694,1863,2055,2720
(주)그리티,204020,2020/12,1093,835,1958,2059,1761,1415
(주)그리티,204020,2021/12,433,747,-11772,818,1313,-8045
(주)그린플러스,186230,2011/12,,,,,,
(주)그린플러스,186230,2012/12,,,,,,
(주)그린플러스,186230,2013/12,,,,,,
(주)그린플러스,186230,2014/12,,,,,,
(주)그린플러스,186230,2015/12,,,,,,
(주)그린플러스,186230,2016/12,,,,,,
(주)그린플러스,186230,2017/12,,,,,,
(주)그린플러스,186230,2018/12,1825,289,2936,2546,741,3334
(주)그린플러스,186230,2019/12,796,156,3004,1942,567,3350
(주)그린플러스,186230,2020/12,6207,343,-2481,7079,232,-2941
(주)그린플러스,186230,2021/12,4494,412,-4734,5753,179,-5753
(주)극동자동화,272420,2014/12,,,,,,
(주)극동자동화,272420,2015/12,,,,,,
(주)극동자동화,272420,2016/12,,,,,,
(주)극동자동화,272420,2017/12,,,,,,
(주)글로벌스탠다드테크놀로지,083450,2011/12,194,299,2637,225,303,4110
(주)글로벌스탠다드테크놀로지,083450,2012/12,363,374,6358,386,398,8295
(주)글로벌스탠다드테크놀로지,083450,2013/12,187,210,5565,235,229,6763
(주)글로벌스탠다드테크놀로지,083450,2014/12,89,267,6125,143,301,8307
(주)글로벌스탠다드테크놀로지,083450,2015/12,67,489,4137,100,535,6303
(주)글로벌스탠다드테크놀로지,083450,2016/12,35,510,3778,77,349,5228
(주)글로벌스탠다드테크놀로지,083450,2017/12,2820,543,15532,2415,588,18667
(주)글로벌스탠다드테크놀로지,083450,2018/12,332,1694,7970,510,2368,11504
(주)글로벌스탠다드테크놀로지,083450,2019/12,1777,2938,22372,1472,2111,23043
(주)글로벌스탠다드테크놀로지,083450,2020/12,3518,1120,12896,2812,1293,16786
(주)글로벌스탠다드테크놀로지,083450,2021/12,1448,5296,40801,1667,4135,48619
(주)금빛,045890,2011/12,5419,1579,-27292,5933,1574,-32651
(주)금빛,045890,2012/12,3291,2641,1670,3375,2664,-7683
(주)금빛,045890,2013/12,3329,1454,295,3292,1418,3137
(주)금빛,045890,2014/12,2902,395,-1646,2902,395,2232
(주)금빛,045890,2015/12,2552,344,3598,2552,327,3264
(주)금빛,045890,2016/12,2748,669,2749,2833,670,2975
(주)금빛,045890,2017/12,2335,375,-357,2414,375,-2892
(주)금빛,045890,2018/12,2118,774,-8121,2122,774,-8658
(주)금빛,045890,2019/12,18276,912,-38578,18292,912,-36512
(주)금빛,045890,2020/12,5300,16264,-14094,5484,16177,-17792
(주)금오하이텍,165270,2011/12,,,,,,
(주)금오하이텍,165270,2012/12,,,,,,
(주)금오하이텍,165270,2013/12,,,,,,
(주)금오하이텍,165270,2014/12,,,,,,
(주)금오하이텍,165270,2015/12,,,,,,
(주)금오하이텍,165270,2016/12,,,,,,
(주)금화피에스시,036190,2011/12,81,2034,19647,,,
(주)금화피에스시,036190,2012/12,149,2412,24997,,,
(주)금화피에스시,036190,2013/12,256,2058,28545,261,2224,30505
(주)금화피에스시,036190,2014/12,68,1592,26453,69,1871,27612
(주)금화피에스시,036190,2015/12,38,1405,27774,51,1644,29246
(주)금화피에스시,036190,2016/12,221,1747,28960,303,1944,31612
(주)금화피에스시,036190,2017/12,1980,1829,31181,2054,2045,30814
(주)금화피에스시,036190,2018/12,388,3619,49723,489,3907,51869
(주)금화피에스시,036190,2019/12,873,3625,34314,1079,4024,37439
(주)금화피에스시,036190,2020/12,2724,3450,28985,2821,3726,39830
(주)금화피에스시,036190,2021/12,123,3734,27592,2356,3985,29695
(주)기가레인,049080,2013/12,2265,186,10867,2265,151,10939
(주)기가레인,049080,2014/12,1198,478,9612,1198,428,8223
(주)기가레인,049080,2015/12,1361,259,-18641,1368,285,-18364
(주)기가레인,049080,2016/12,2182,237,-11242,2201,241,-11312
(주)기가레인,049080,2017/12,2568,195,869,2676,195,989
(주)기가레인,049080,2018/12,3530,204,-14498,3535,302,-12527
(주)기가레인,049080,2019/12,3547,25,-44138,3661,5,-45822
(주)기가레인,049080,2020/12,3528,148,-22316,3569,49,-23295
(주)기가레인,049080,2021/12,1780,282,3876,1912,396,3265
(주)기산텔레콤,035460,2011/12,1386,482,-8845,2779,604,-12253
(주)기산텔레콤,035460,2012/12,1116,511,1433,2425,630,-1877
(주)기산텔레콤,035460,2013/12,340,260,2049,1025,332,3947
(주)기산텔레콤,035460,2014/12,220,575,261,691,513,2257
(주)기산텔레콤,035460,2015/12,175,371,392,586,192,1432
(주)기산텔레콤,035460,2016/12,93,346,-1734,500,294,-2733
(주)기산텔레콤,035460,2017/12,55,417,-2084,507,243,-5350
(주)기산텔레콤,035460,2018/12,51,471,-5791,530,178,-3393
(주)기산텔레콤,035460,2019/12,138,497,2205,603,187,3620
(주)기산텔레콤,035460,2020/12,101,357,-1596,594,201,104
(주)기산텔레콤,035460,2021/12,89,344,-3041,1055,278,-1275
(주)까스텔바작,308100,2016/12,3427,66,-1171,259,12,-1410
(주)까스텔바작,308100,2017/12,272,141,8585,149,54,8533
(주)까스텔바작,308100,2018/12,26,20,14672,27,20,14556
(주)까스텔바작,308100,2019/12,63,79,9008,75,80,8788
(주)까스텔바작,308100,2020/12,249,304,4345,264,305,6489
(주)까스텔바작,308100,2021/12,1356,1048,-4926,1377,1046,-7061
(주)꿈비,407400,2021/12,102,20,2240,102,20,2169
(주)나노,187790,2014/12,,,,,,
(주)나노,187790,2015/12,2591,2316,-12010,2915,2249,-11074
(주)나노,187790,2016/12,3644,549,-15399,4221,433,-20820
(주)나노,187790,2017/12,1827,866,-2830,2492,846,160
(주)나노,187790,2018/12,1370,689,-5617,1989,636,-357
(주)나노,187790,2019/12,1360,1066,476,2060,959,-299
(주)나노,187790,2020/12,1281,1195,-4657,1732,1146,-4718
(주)나노,187790,2021/12,1960,957,-16407,2446,908,-15264
(주)나노브릭,286750,2015/12,,,,,,
(주)나노브릭,286750,2016/12,,,,,,
(주)나노브릭,286750,2017/12,1186,92,-4415,1186,92,-4259
(주)나노브릭,286750,2018/12,1140,4129,1184,1140,4129,859
(주)나노브릭,286750,2019/12,448,35,-763,448,35,-759
(주)나노브릭,286750,2020/12,169,52,-92,,,
(주)나노브릭,286750,2021/12,1709,604,-2824,,,
(주)나노신소재,121600,2011/12,1079,806,4238,1079,807,4218
(주)나노신소재,121600,2012/12,438,671,-603,438,671,-702
(주)나노신소재,121600,2013/12,707,472,937,707,473,974
(주)나노신소재,121600,2014/12,510,237,3943,510,238,4003
(주)나노신소재,121600,2015/12,415,256,9802,415,256,9735
(주)나노신소재,121600,2016/12,166,529,6507,166,529,6492
(주)나노신소재,121600,2017/12,1487,109,7018,1487,109,7050
(주)나노신소재,121600,2018/12,269,764,8226,269,764,8319
(주)나노신소재,121600,2019/12,467,769,6506,468,769,6459
(주)나노신소재,121600,2020/12,1854,1517,725,1862,1517,610
(주)나노신소재,121600,2021/12,516,2155,8717,648,2155,7893
(주)나노엔텍,039860,2011/12,903,1115,-10635,903,1050,-10971
(주)나노엔텍,039860,2012/12,1056,566,-6418,1056,571,-5883
(주)나노엔텍,039860,2013/12,1073,401,333,1073,401,-1237
(주)나노엔텍,039860,2014/12,309,222,-1173,309,222,-2464
(주)나노엔텍,039860,2015/12,103,106,-4272,221,103,-7471
(주)나노엔텍,039860,2016/12,230,21,-17340,230,21,-14799
(주)나노엔텍,039860,2017/12,495,79,-799,495,79,-2072
(주)나노엔텍,039860,2018/12,157,85,3729,157,85,3354
(주)나노엔텍,039860,2019/12,17,90,4717,23,90,4276
(주)나노엔텍,039860,2020/12,2,114,1970,11,114,2115
(주)나노엔텍,039860,2021/12,23,115,5750,36,115,5470
(주)나노트로닉스,010670,2011/12,1776,249,-926,2071,437,-1666
(주)나노트로닉스,010670,2012/12,2156,200,-4935,2382,376,-3154
(주)나래나노텍,137080,2011/12,,,,,,
(주)나래나노텍,137080,2012/12,,,,,,
(주)나래나노텍,137080,2013/12,,,,,,
(주)나래나노텍,137080,2014/12,,,,,,
(주)나래나노텍,137080,2015/12,,,,,,
(주)나래나노텍,137080,2016/12,,,,,,
(주)나래나노텍,137080,2017/12,1787,47,-24219,,,
(주)나래나노텍,137080,2018/12,1828,20,6033,,,
(주)나래나노텍,137080,2019/12,1923,22,-11977,,,
(주)나래나노텍,137080,2020/12,1562,32,2953,1562,33,2913
(주)나래나노텍,137080,2021/12,1322,32,22393,1322,32,22454
(주)나무가,190510,2011/12,,,,,,
(주)나무가,190510,2012/12,1694,202,-2829,1889,164,185
(주)나무가,190510,2013/12,1011,173,152,1305,134,2486
(주)나무가,190510,2014/12,2235,166,6134,2912,273,2423
(주)나무가,190510,2015/12,12204,1026,14644,13693,1265,15321
(주)나무가,190510,2016/12,4851,4749,-4993,5024,4161,-4815
(주)나무가,190510,2017/12,1084,3794,-43563,1902,3269,-40561
(주)나무가,190510,2018/12,1435,820,10835,3114,565,4913
(주)나무가,190510,2019/12,3971,988,2074,5127,805,-1144
(주)나무가,190510,2020/12,4733,4663,-1629,4969,4516,-8022
(주)나무가,190510,2021/12,12604,267,9004,12692,36,16632
(주)나스미디어,089600,2011/12,255,1232,8787,,,
(주)나스미디어,089600,2012/12,8,1344,8470,,,
(주)나스미디어,089600,2013/12,6,1286,7310,,,
(주)나스미디어,089600,2014/12,33,1932,10300,,,
(주)나스미디어,089600,2015/12,100,1121,12791,,,
(주)나스미디어,089600,2016/12,310,757,14850,467,780,15633
(주)나스미디어,089600,2017/12,169,679,26083,453,871,35135
(주)나스미디어,089600,2018/12,196,1047,20161,287,1254,26236
(주)나스미디어,089600,2019/12,486,1351,24283,1106,1493,31563
(주)나스미디어,089600,2020/12,699,1333,29419,620,1700,29850
(주)나스미디어,089600,2021/12,432,1268,32412,737,1569,36057
(주)나이벡,138610,2011/12,500,50,-2406,,,
(주)나이벡,138610,2012/12,300,50,-1202,,,
(주)나이벡,138610,2013/12,521,70,-3086,,,
(주)나이벡,138610,2014/12,549,31,-3621,,,
(주)나이벡,138610,2015/12,464,31,-2479,,,
(주)나이벡,138610,2016/12,713,41,-3120,,,
(주)나이벡,138610,2017/12,624,14,-2595,,,
(주)나이벡,138610,2018/12,734,54,-4048,,,
(주)나이벡,138610,2019/12,800,117,-2599,,,
(주)나이벡,138610,2020/12,198,506,-4610,,,
(주)나이벡,138610,2021/12,4164,121,-5653,,,
(주)나이스디앤비,130580,2011/12,0,347,3202,,,
(주)나이스디앤비,130580,2012/12,0,713,3902,,,
(주)나이스디앤비,130580,2013/12,0,654,3885,,,
(주)나이스디앤비,130580,2014/12,0,644,4671,,,
(주)나이스디앤비,130580,2015/12,0,541,5502,0,543,5589
(주)나이스디앤비,130580,2016/12,0,530,5330,0,536,7010
(주)나이스디앤비,130580,2017/12,1027,789,6241,1027,478,8075
(주)나이스디앤비,130580,2018/12,34,1171,9964,34,527,11610
(주)나이스디앤비,130580,2019/12,29,1315,11409,56,746,14214
(주)나이스디앤비,130580,2020/12,410,1129,12571,425,660,14948
(주)나이스디앤비,130580,2021/12,128,1269,15216,422,591,18186
(주)나이코,192240,2012/12,,,,,,
(주)나이코,192240,2013/12,,,,,,
(주)나이코,192240,2014/12,,,,,,
(주)나이코,192240,2015/12,,,,,,
(주)나인테크,267320,2017/12,,,,,,
(주)나인테크,267320,2018/12,,,,,,
(주)나인테크,267320,2019/12,,,,,,
(주)나인테크,267320,2020/12,2200,352,-615,,,
(주)나인테크,267320,2021/12,1765,1463,-7570,,,
(주)내츄럴엔도텍,168330,2012/12,5,121,5243,,,
(주)내츄럴엔도텍,168330,2013/12,0,512,24354,,,
(주)내츄럴엔도텍,168330,2014/12,6,1137,26124,,,
(주)내츄럴엔도텍,168330,2015/12,14,307,-21136,14,316,-19483
(주)내츄럴엔도텍,168330,2016/12,982,75,-13172,982,75,-13533
(주)내츄럴엔도텍,168330,2017/12,2754,553,-7941,2754,553,-7486
(주)내츄럴엔도텍,168330,2018/12,2228,399,-16506,2228,427,-23737
(주)내츄럴엔도텍,168330,2019/12,3460,327,-15323,3496,334,-16008
(주)내츄럴엔도텍,168330,2020/12,3080,1495,-2166,3112,1397,-2997
(주)내츄럴엔도텍,168330,2021/12,1064,1076,-3584,1105,888,-6989
(주)네오리진,094860,2011/12,983,315,619,1329,585,601
(주)네오리진,094860,2012/12,2885,478,-5246,,,
(주)네오리진,094860,2013/12,1370,230,-12310,,,
(주)네오리진,094860,2014/12,987,290,-19003,,,
(주)네오리진,094860,2015/12,347,638,-2697,,,
(주)네오리진,094860,2016/12,283,56,595,,,
(주)네오리진,094860,2017/12,69,81,243,69,81,190
(주)네오리진,094860,2018/12,568,59,-3466,,,
(주)네오리진,094860,2019/12,538,63,-2444,,,
(주)네오리진,094860,2020/12,57,59,-1696,,,
(주)네오리진,094860,2021/12,620,394,-3274,661,431,-2945
(주)네오셈,253590,2016/12,,,,,,
(주)네오셈,253590,2017/12,,,,,,
(주)네오셈,253590,2018/12,,,,,,
(주)네오셈,253590,2019/12,743,712,-2873,777,712,-2777
(주)네오셈,253590,2020/12,3438,1131,6058,3470,1131,9960
(주)네오셈,253590,2021/12,1020,2387,4231,1046,2387,6313
(주)네오오토,212560,2011/12,,,,,,
(주)네오오토,212560,2012/12,,,,,,
(주)네오오토,212560,2013/12,1861,2099,11565,,,
(주)네오오토,212560,2014/12,1835,685,8357,,,
