회사명,거래소코드,회계년도,[제조]      유형자산(요약)(IFRS)(백만원),[제조]      유형자산(요약)(IFRS연결)(백만원),[제조]매출액(수익)(요약)(IFRS)(백만원),[제조]매출액(수익)(요약)(IFRS연결)(백만원),[제조]자본(*)(요약)(IFRS)(백만원),[제조]자본(*)(요약)(IFRS연결)(백만원),[제조]자산(*)(요약)(IFRS)(백만원),[제조]자산(*)(요약)(IFRS연결)(백만원),[제조]* (정상)영업손익(보고서기재)(요약)(IFRS)(백만원),[제조]* (정상)영업손익(보고서기재)(요약)(IFRS연결)(백만원)
(주)DB하이텍,000990,2011/12,758180,758902,534317,552216,291709,308062,1183957,1199044,-39984,-43150
(주)DB하이텍,000990,2012/12,684941,685389,583902,590786,274553,290893,1149069,1157755,-14430,-15622
(주)DB하이텍,000990,2013/12,635765,636040,493752,493752,197287,204757,1049495,1058392,-9393,-9611
(주)DB하이텍,000990,2014/12,591653,591787,567718,567718,136104,120703,1001960,984877,45311,45560
(주)DB하이텍,000990,2015/12,533114,533140,666595,666595,277663,254057,1005674,984644,124373,124969
(주)DB하이텍,000990,2016/12,547688,547701,773140,773140,364450,341917,1006371,986789,171788,172428
(주)DB하이텍,000990,2017/12,555556,555567,679738,679738,441547,455798,977575,993951,142354,143195
(주)DB하이텍,000990,2018/12,597564,597570,669279,669279,542557,558392,1050696,1066534,112884,112993
(주)DB하이텍,000990,2019/12,616563,616574,807416,807416,645305,644651,1089401,1088890,181156,181292
(주)DB하이텍,000990,2020/12,674676,674684,935920,935920,795237,794585,1179257,1178581,239189,239335
(주)DB하이텍,000990,2021/12,657792,657795,1214682,1214682,1105961,1106050,1548224,1549938,398950,399107
(주)HJ중공업,097230,2011/12,1427510,3144355,2316017,2891499,1874877,1866848,5857119,7036680,59453,107974
(주)HJ중공업,097230,2012/12,1343556,2901480,1980761,2549319,1863529,1715516,5938108,6585093,28591,52914
(주)HJ중공업,097230,2013/12,1329680,2808246,1927307,2529341,1804609,1638998,5839633,6683379,-109107,-69574
(주)HJ중공업,097230,2014/12,1263266,2703561,1799016,2520325,1761886,1573076,5469810,6470284,-106249,-144988
(주)HJ중공업,097230,2015/12,1223488,2735463,2041347,3115473,1377529,1368589,4638381,5914637,-97810,-79370
(주)HJ중공업,097230,2016/12,1036188,2404052,1928591,2813271,904150,895183,3921561,5256464,49319,-79319
(주)HJ중공업,097230,2017/12,653140,1792322,1737428,2452314,563410,577198,3312303,4206655,86683,-116693
(주)HJ중공업,097230,2018/12,636673,638765,1750954,1697869,-398930,-708186,2388369,2733620,-66005,61676
(주)HJ중공업,097230,2019/12,613082,615117,1609530,1628751,247272,244994,2465650,2470222,77055,83839
(주)HJ중공업,097230,2020/12,594119,596098,1694634,1695815,320418,320003,2189125,2193855,51087,51629
(주)HJ중공업,097230,2021/12,921567,923488,1705790,1706532,432198,432005,2381044,2385236,-109186,-108991
(주)MH에탄올,023150,2011/12,35173,75266,43207,44785,56161,42667,135927,134207,6908,603
(주)MH에탄올,023150,2012/12,34423,71842,45489,59768,58713,39678,139201,134386,6519,5452
(주)MH에탄올,023150,2013/12,34124,70411,46299,62200,47120,45886,122521,129698,9650,3010
(주)MH에탄올,023150,2014/12,36083,36083,48984,48984,52508,52789,85254,85535,8747,8745
(주)MH에탄올,023150,2015/12,36846,36847,50386,50386,57570,57884,78691,78996,11094,11092
(주)MH에탄올,023150,2016/12,37391,37391,48897,48897,63258,63582,72025,72340,11877,11874
(주)MH에탄올,023150,2017/12,39419,389268,48270,51977,64699,106837,107437,500180,10453,8117
(주)MH에탄올,023150,2018/12,40586,390589,46943,72796,68472,91585,109657,440178,9029,1228
(주)MH에탄올,023150,2019/12,41121,402624,46992,80879,59478,79389,101059,451474,7829,7829
(주)MH에탄올,023150,2020/12,41913,395517,51277,94645,57609,80425,97516,449679,8239,15782
(주)MH에탄올,023150,2021/12,43235,385960,45892,102067,58057,84703,98741,451461,3675,23335
(주)SH에너지화학,002360,2011/12,33115,33220,172753,173209,64499,65242,102383,104711,4988,4166
(주)SH에너지화학,002360,2012/12,32608,32785,191908,193950,64889,64881,102493,103690,2875,2183
(주)SH에너지화학,002360,2013/12,31945,32065,229784,231912,69782,69599,109985,110489,7203,6424
(주)SH에너지화학,002360,2014/12,31070,31133,226971,230913,83404,84237,109098,110741,20275,21272
(주)SH에너지화학,002360,2015/12,32655,32661,213882,216441,90740,91646,114048,115521,22900,22950
(주)SH에너지화학,002360,2016/12,31792,31796,214380,218398,103083,104089,122957,124489,23600,24101
(주)SH에너지화학,002360,2017/12,30957,31096,184673,188115,105718,107693,123262,125312,13189,14182
(주)SH에너지화학,002360,2018/12,29913,30043,180753,183599,104065,105391,120896,122435,2812,2101
(주)SH에너지화학,002360,2019/12,33126,33194,138162,140853,97386,99000,121126,123416,-2363,-3131
(주)SH에너지화학,002360,2020/12,36533,36568,91354,93584,89817,90008,116570,117357,-7104,-7852
(주)SH에너지화학,002360,2021/12,34148,34149,139284,139802,91248,91739,118424,119629,722,343
(주)SIMPAC,009160,2011/12,62702,72940,213868,215366,155833,168941,296953,310879,27383,27346
(주)SIMPAC,009160,2012/12,64183,74000,223855,225353,177830,187861,307367,318666,25310,25191
(주)SIMPAC,009160,2013/12,64271,73712,204528,205751,197901,208831,349837,361986,23741,23599
(주)SIMPAC,009160,2014/12,70605,169381,227492,263152,203905,219125,329326,381939,18737,17342
(주)SIMPAC,009160,2015/12,75847,180973,213152,269528,220088,232008,369349,422833,23630,21241
(주)SIMPAC,009160,2016/12,75130,178694,215839,267074,228959,240417,366245,417865,21406,23566
(주)SIMPAC,009160,2017/12,70403,172660,203150,230635,223782,240826,343005,381158,13971,11698
(주)SIMPAC,009160,2018/12,156313,357331,268864,306151,411120,435033,628334,681751,7216,10191
(주)SIMPAC,009160,2019/12,153003,263608,391971,430085,419216,441195,608693,679146,8438,11141
(주)SIMPAC,009160,2020/12,144620,227993,272087,365863,434213,463986,656622,737278,6896,7787
(주)SIMPAC,009160,2021/12,138476,221271,490855,613013,491085,546662,796760,903230,80178,106402
(주)SNT에너지,100840,2011/12,122586,,195319,,160596,,276512,,-6597,
(주)SNT에너지,100840,2012/12,122290,,230708,,183306,,292802,,15133,
(주)SNT에너지,100840,2013/12,120367,,200751,,198165,,311675,,16804,
(주)SNT에너지,100840,2014/12,120066,,242747,,207713,,304512,,13778,
(주)SNT에너지,100840,2015/12,118715,,260094,,231400,,316196,,33918,
(주)SNT에너지,100840,2016/12,118148,,254090,,229800,,348042,,1195,
(주)SNT에너지,100840,2017/12,116825,,184092,,233817,,300267,,19202,
(주)SNT에너지,100840,2018/12,115728,,139516,,231276,,280992,,-1892,
(주)SNT에너지,100840,2019/12,116276,123258,202823,213327,245545,244955,331391,333897,14680,17474
(주)SNT에너지,100840,2020/12,116718,122745,229991,237400,236559,235773,332066,335352,22713,23126
(주)SNT에너지,100840,2021/12,116169,122868,165466,171088,245484,244849,322124,332143,13710,13281
(주)SNT홀딩스,036530,2011/12,151,989039,2258,1663846,387839,1311007,388124,2124828,-4240,120505
(주)SNT홀딩스,036530,2012/12,100,984180,8718,1668750,388612,1318023,388965,2074904,6696,85694
(주)SNT홀딩스,036530,2013/12,55,986231,8827,1576368,396852,1374365,397336,2149176,6923,84798
(주)SNT홀딩스,036530,2014/12,75,933346,7702,1552375,398863,1356041,399244,2039389,5966,65505
(주)SNT홀딩스,036530,2015/12,55,928316,8475,1612747,421925,1529249,430584,2169311,6720,161534
(주)SNT홀딩스,036530,2016/12,36,908800,9818,1537700,426683,1530893,427002,2210178,8000,72283
(주)SNT홀딩스,036530,2017/12,20,880844,7418,1508152,425136,1519293,425435,2146175,5402,60637
(주)SNT홀딩스,036530,2018/12,3,869283,7292,1401307,422573,1503275,422805,2113835,5392,72650
(주)SNT홀딩스,036530,2019/12,60,871104,11016,1512115,416940,1625933,417173,2236679,8992,126277
(주)SNT홀딩스,036530,2020/12,45,776099,25310,1435755,423684,1617529,423961,2270486,22973,127086
(주)SNT홀딩스,036530,2021/12,38,765318,18897,1404072,425019,1780130,425705,2372324,16501,125567
(주)STX,011810,2011/12,72801,818420,4173397,5967701,1164648,1915942,3302248,5234175,61711,234608
(주)STX,011810,2012/12,69598,1044547,4116767,6159850,1123534,1506639,3226878,5067029,17733,-410811
(주)STX,011810,2013/12,62152,215510,1895063,2449401,-522090,-509663,1086567,1342520,-67233,-961776
(주)STX,011810,2014/12,57120,108080,1291351,1634606,54894,93662,1070433,1255002,23414,35691
(주)STX,011810,2015/12,53714,101700,1362127,1630827,72316,72342,1057543,1267224,-16336,-34170
(주)STX,011810,2016/12,30798,73715,1465561,1720153,-328883,-330596,627686,707709,-105780,-34169
(주)STX,011810,2017/12,29631,70760,1595494,1803878,44710,42560,520393,627542,30170,44053
(주)STX,011810,2018/12,28464,74249,1329890,1502985,62213,64028,446758,554061,-6902,-14778
(주)STX,011810,2019/12,43245,90288,1237876,1471164,50616,56291,462734,560107,-13697,1748
(주)STX,011810,2020/12,49652,192438,788462,975567,25856,81729,362854,617563,-7439,-493
(주)STX,011810,2021/12,52234,245426,647804,925509,60080,122530,389174,676149,7736,9040
(주)TCC스틸,002710,2011/12,75283,84445,456928,514424,205617,225442,407744,454330,12576,11421
(주)TCC스틸,002710,2012/12,71555,143846,440568,501337,209756,225999,438643,547014,11676,5934
(주)TCC스틸,002710,2013/12,71256,156557,419484,500833,210086,205738,444205,543709,8348,-7746
(주)TCC스틸,002710,2014/12,68743,151621,401324,518995,210094,189038,461298,551001,10869,344
(주)TCC스틸,002710,2015/12,50636,71860,350075,495796,76556,86012,330652,376395,14570,15855
(주)TCC스틸,002710,2016/12,43731,64694,317236,444454,92624,103338,250878,282915,13291,15351
(주)TCC스틸,002710,2017/12,45542,58944,333762,391370,89627,100916,248896,278693,6760,8106
(주)TCC스틸,002710,2018/12,43204,55879,351302,413176,98352,112246,268136,304782,16306,17081
(주)TCC스틸,002710,2019/12,47129,59322,339334,437174,97501,116843,270265,314210,12657,12856
(주)TCC스틸,002710,2020/12,46386,61181,323435,431798,98250,121131,261205,306759,2414,971
(주)TCC스틸,002710,2021/12,49582,63370,407836,536651,127592,155229,308992,366997,23158,25598
(주)강원랜드,035250,2011/12,1302069,1312309,1263651,1265686,2278202,2257363,2730284,2711402,501040,488541
(주)강원랜드,035250,2012/12,1334113,1357671,1292896,1296191,2383161,2372027,2915386,2906655,416789,404868
(주)강원랜드,035250,2013/12,1327018,1385719,1356906,1361287,2523963,2517696,3105430,3102037,398564,388041
(주)강원랜드,035250,2014/12,1284799,1387585,1492291,1496541,2716175,2705357,3380462,3375127,526318,513172
(주)강원랜드,035250,2015/12,1253601,1353561,1630977,1633717,2997442,2997755,3688060,3690792,603885,595400
(주)강원랜드,035250,2016/12,1254129,1315716,1694575,1696533,3252738,3252727,3975980,3978988,624885,618616
(주)강원랜드,035250,2017/12,1253404,1297981,1602902,1604470,3500790,3501236,4182527,4185657,535825,530897
(주)강원랜드,035250,2018/12,1299058,1314038,1436042,1438059,3586453,3586777,4229631,4231241,434852,430700
(주)강원랜드,035250,2019/12,1353732,1370568,1517612,1520080,3718433,3717759,4436462,4438119,502725,501153
(주)강원랜드,035250,2020/12,1338246,1349374,477475,478579,3244744,3247029,3635974,3641632,-430880,-431584
(주)강원랜드,035250,2021/12,1293738,1303997,787377,788433,3249287,3252793,3817619,3827273,-52801,-52695
(주)갤럭시아에스엠,011420,2011/12,264,746,31931,47331,24540,25274,40712,45110,5152,5165
(주)갤럭시아에스엠,011420,2012/12,244,3387,37398,55050,25153,25907,40170,43979,1599,2074
(주)갤럭시아에스엠,011420,2013/12,258,3093,30904,46437,22473,21493,34159,37637,652,747
(주)갤럭시아에스엠,011420,2014/12,170,3055,33028,43886,23402,23206,40528,45274,-512,-423
(주)갤럭시아에스엠,011420,2015/12,429,2905,53785,62473,50665,49739,67197,68687,2582,2101
(주)갤럭시아에스엠,011420,2016/12,468,2588,45666,52626,44847,44847,55826,58445,-3225,-3714
(주)갤럭시아에스엠,011420,2017/12,349,364,36918,37281,40494,40494,48958,49831,-3330,-3546
(주)갤럭시아에스엠,011420,2018/12,252,252,22030,22060,26797,26472,33338,33253,-6688,-10338
(주)갤럭시아에스엠,011420,2019/12,512,512,28733,28733,21799,21799,28242,28242,-777,-456
(주)갤럭시아에스엠,011420,2020/12,2776,,19540,,20719,,28555,,1375,
(주)갤럭시아에스엠,011420,2021/12,3436,,28899,,33050,,40901,,3452,
(주)경농,002100,2011/12,47136,49541,120728,121254,146017,142986,176742,173774,8213,7677
(주)경농,002100,2012/12,51460,93106,131021,136970,151500,151739,203468,269413,13994,12731
(주)경농,002100,2013/12,55088,101211,139237,196359,162696,163158,214989,255985,16404,18784
(주)경농,002100,2014/12,60744,118629,134807,188483,168999,168916,230871,284623,14039,14654
(주)경농,002100,2015/12,60863,122071,137609,196419,173056,174668,265109,316342,9123,12112
(주)경농,002100,2016/12,60986,133213,143210,203985,176723,183969,266622,320915,7226,9168
(주)경농,002100,2017/12,61075,140284,143175,206534,182959,192153,268967,335874,9079,8448
(주)경농,002100,2018/12,67820,142669,146217,212655,187067,201454,285032,357261,15180,14770
(주)경농,002100,2019/12,64129,139475,151342,227511,190893,201885,297197,370874,11750,8691
(주)경농,002100,2020/12,63306,136536,165655,248296,197266,211372,299102,371526,11857,14282
(주)경농,002100,2021/12,83806,140576,174768,270269,214148,236809,312931,388786,14713,16759
(주)경동나비엔,009450,2011/12,71463,103310,318269,341247,143268,168115,224373,263211,12583,12421
(주)경동나비엔,009450,2012/12,86004,120051,341339,379014,152201,175875,254627,299730,11593,13925
(주)경동나비엔,009450,2013/12,148704,184423,371601,414178,161495,187281,301476,354780,14799,19784
(주)경동나비엔,009450,2014/12,133081,190971,382392,428985,167984,190022,331089,401659,16080,13465
(주)경동나비엔,009450,2015/12,134166,195089,448302,512031,185208,206077,324849,402084,20801,24223
(주)경동나비엔,009450,2016/12,138398,203718,506082,583253,210193,238762,347644,429755,36574,45832
(주)경동나비엔,009450,2017/12,143721,221946,569820,684661,222028,256506,391400,503697,32020,47757
(주)경동나비엔,009450,2018/12,157576,248979,618058,726742,240356,280104,440514,583596,29338,40802
(주)경동나비엔,009450,2019/12,165764,278771,655419,774291,254560,301043,461607,609808,39203,44825
(주)경동나비엔,009450,2020/12,190091,303896,746325,873409,281451,348164,535512,734689,45463,67099
(주)경동나비엔,009450,2021/12,215528,363078,951116,1102947,360939,450415,667507,933885,46250,64296
(주)경동도시가스,267290,2017/12,316264,316817,870829,871548,292629,294332,707917,710280,21529,21665
(주)경동도시가스,267290,2018/12,320275,320714,1605687,1606532,318761,320490,775881,778270,43022,42657
(주)경동도시가스,267290,2019/12,325568,325975,1421866,1422708,337702,339612,747454,749999,27681,28055
(주)경동도시가스,267290,2020/12,321726,322122,1086023,1086831,354868,356678,697182,699658,17854,18135
(주)경동도시가스,267290,2021/12,323094,323495,1456386,1457154,373661,375416,901837,904492,26831,27132
(주)경동인베스트,012320,2011/12,265517,302120,1806175,1847667,412912,407863,941176,1001491,55958,35857
(주)경동인베스트,012320,2012/12,279769,302040,2403815,2502642,468922,446509,1168400,1209925,51502,49897
(주)경동인베스트,012320,2013/12,293644,322577,2664100,2788264,516834,498741,1161427,1205008,46688,50540
(주)경동인베스트,012320,2014/12,299564,436241,2399451,2603059,560802,607451,1101071,1320789,37837,47933
(주)경동인베스트,012320,2015/12,317415,478535,1352478,1604168,548528,576479,926393,1167820,18398,-13298
(주)경동인베스트,012320,2016/12,320740,490371,1021003,1181903,556248,587925,903819,1126123,23543,28668
(주)경동인베스트,012320,2017/12,9664,177264,612,195070,309789,400403,318031,599276,-2257,36380
(주)경동인베스트,012320,2018/12,12132,176392,7461,228644,310423,397867,318777,592003,-162,39213
(주)경동인베스트,012320,2019/12,2799,170491,8641,271765,308309,414534,316572,605467,-96,21960
(주)경동인베스트,012320,2020/12,2732,144338,7701,310533,305526,430745,306973,589278,467,19466
(주)경동인베스트,012320,2021/12,4087,134786,8866,298461,304828,439753,306026,577693,618,13892
(주)경방,000050,2011/12,307702,308454,275747,348136,676624,629704,1331931,1352324,21405,22188
(주)경방,000050,2012/12,301774,324064,265409,333621,669735,620704,1301720,1335040,8241,7254
(주)경방,000050,2013/12,280676,306515,264782,347190,685569,636439,1261257,1296989,35902,36032
(주)경방,000050,2014/12,269481,307856,256979,329036,651570,647669,1275008,1301841,32096,30618
(주)경방,000050,2015/12,258276,325771,307744,357628,671771,662953,1259512,1318643,38630,38962
(주)경방,000050,2016/12,248711,315501,313877,377445,690246,679843,1237024,1301911,42577,43437
(주)경방,000050,2017/12,229435,310601,288104,360789,710965,699134,1199064,1274042,39411,42309
(주)경방,000050,2018/12,214333,285830,279085,351439,729186,708769,1226545,1301793,38972,40980
(주)경방,000050,2019/12,64861,145683,253552,343892,740732,741553,1296265,1370742,38966,32021
(주)경방,000050,2020/12,41240,133534,226062,329225,759470,741930,1212394,1264902,25369,21854
(주)경방,000050,2021/12,31524,121326,271718,383357,766715,752146,1214190,1270805,28678,53797
(주)경보제약,214390,2011/12,,,,,,,,,,
(주)경보제약,214390,2012/12,,,,,,,,,,
(주)경보제약,214390,2013/12,43797,,162218,,66219,,143383,,26214,
(주)경보제약,214390,2014/12,55285,,169781,,68330,,168035,,27669,
(주)경보제약,214390,2015/12,74892,,178033,,122817,,195488,,25632,
(주)경보제약,214390,2016/12,83949,,186726,,129402,,203736,,15594,
(주)경보제약,214390,2017/12,78497,,191661,,141510,,204869,,24587,
(주)경보제약,214390,2018/12,76497,,201344,,149012,,221623,,17267,
(주)경보제약,214390,2019/12,88116,,191706,,149164,,237817,,6194,
(주)경보제약,214390,2020/12,88535,,215285,,156057,,253239,,8661,
(주)경보제약,214390,2021/12,94707,,170660,,145701,,236979,,-6625,
(주)경인양행,012610,2011/12,69432,136166,128708,233095,158882,176293,245826,319597,1876,6353
(주)경인양행,012610,2012/12,67260,124093,141304,218605,162113,174989,241046,287453,3007,3641
(주)경인양행,012610,2013/12,72283,127668,183107,260808,178075,189744,274571,316945,12078,11146
(주)경인양행,012610,2014/12,77811,135556,190395,277181,186434,198239,267331,313039,10971,14093
(주)경인양행,012610,2015/12,76155,136115,175007,263164,185903,201125,273778,326687,75,6718
(주)경인양행,012610,2016/12,77954,137784,179268,274874,191022,208293,290035,344299,2198,10577
(주)경인양행,012610,2017/12,86526,149692,193976,299988,190844,210935,296909,357951,159,7365
(주)경인양행,012610,2018/12,90678,155376,222659,331102,198237,223759,344908,412997,11975,19691
(주)경인양행,012610,2019/12,119520,194111,245245,358802,201086,237433,381064,472081,14176,23555
(주)경인양행,012610,2020/12,135974,216323,214380,329312,191585,228382,386098,505102,-5437,3370
(주)경인양행,012610,2021/12,140976,228765,276227,403326,208310,251870,462114,579492,16095,28355
(주)광명전기,017040,2011/12,11465,20386,57968,92383,56988,62936,99993,123887,1484,496
(주)광명전기,017040,2012/12,11648,18457,79318,117217,55137,62992,104219,131064,3566,4188
(주)광명전기,017040,2013/12,11245,17082,90344,117853,60793,69848,105484,120911,8443,10781
(주)광명전기,017040,2014/12,12676,17811,115801,134778,67540,78696,119792,138580,10270,12462
(주)광명전기,017040,2015/12,12392,17803,93000,116317,71276,87829,107720,131458,3839,9342
(주)광명전기,017040,2016/12,12127,19038,96931,96943,86335,98063,125405,146859,3819,3617
(주)광명전기,017040,2017/12,15402,34516,105083,101561,85431,96648,128881,152717,3755,2198
(주)광명전기,017040,2018/12,21241,39292,96950,114111,87990,98748,124159,151823,2971,3258
(주)광명전기,017040,2019/12,20755,26208,125009,131864,94186,105399,140592,156713,7313,7986
(주)광명전기,017040,2020/12,23706,29365,112536,123548,98897,109787,149582,165885,4730,4237
(주)광명전기,017040,2021/12,23403,28970,122751,137093,102992,115135,150648,169927,2324,2865
(주)광주신세계,037710,2011/12,95759,,219614,,310215,,380754,,58897,
(주)광주신세계,037710,2012/12,118344,,213803,,361616,,430663,,58186,
(주)광주신세계,037710,2013/12,113548,,206607,,408691,,656356,,55982,
(주)광주신세계,037710,2014/12,112433,,204820,,448625,,652759,,51836,
(주)광주신세계,037710,2015/12,111688,,205332,,491381,,659495,,54772,
(주)광주신세계,037710,2016/12,109768,,210424,,534290,,655503,,56047,
(주)광주신세계,037710,2017/12,108948,,209647,,579364,,655019,,56290,
(주)광주신세계,037710,2018/12,107893,,135213,,620657,,696205,,50069,
(주)광주신세계,037710,2019/12,255367,,154879,,661190,,752423,,55103,
(주)광주신세계,037710,2020/12,239824,,147508,,698268,,784428,,48310,
(주)광주신세계,037710,2021/12,227758,,169972,,745805,,852280,,60594,
(주)국동,005320,2011/12,72,26139,100097,154294,2694,5830,42292,68162,-5805,1138
(주)국동,005320,2012/12,62,23884,91524,138173,2775,9423,35813,65808,1814,6793
(주)국동,005320,2013/12,102,22012,95716,147860,5948,15412,40195,73041,3421,5522
(주)국동,005320,2014/12,126,25733,117862,186087,14337,28639,53393,89271,5708,10149
(주)국동,005320,2015/12,125,27576,102431,170296,22395,31226,66242,93759,6876,8656
(주)국동,005320,2016/12,122,38648,127276,197369,40070,51726,86117,124127,7881,10564
(주)국동,005320,2017/12,126,34391,130016,191603,38639,42631,75154,106307,-2405,-5856
(주)국동,005320,2018/12,134,34742,136812,219550,41762,48475,80728,123135,1683,5762
(주)국동,005320,2019/12,131,33087,116180,223077,54350,65481,96856,133724,-9537,-4249
(주)국동,005320,2020/12,171,37011,167078,253421,64852,83835,131883,180701,29930,26589
(주)국동,005320,2021/12,524,49353,111711,226962,79272,102365,108311,168475,-2404,-3587
(주)국보,001140,2011/12,37845,37875,118305,130636,33874,34467,97415,98869,1856,1738
(주)국보,001140,2012/12,38508,38721,109184,122343,31656,33793,93953,98495,1079,1366
(주)국보,001140,2013/12,42150,42306,108994,117073,27679,29768,94916,98315,653,731
(주)국보,001140,2014/12,41187,41286,89860,97520,20985,22620,87598,91006,-1998,-2409
(주)국보,001140,2015/12,40410,40424,85267,91619,17113,18409,80159,83085,-2191,-2462
(주)국보,001140,2016/12,39652,39657,77774,87333,13201,15276,77488,81309,-507,204
(주)국보,001140,2017/12,39365,39368,74662,78256,16039,17849,69819,73270,-3409,-3934
(주)국보,001140,2018/12,16527,16529,66930,71550,11578,13412,45599,48188,-4639,-5294
(주)국보,001140,2019/12,7137,11466,58296,89087,12279,28604,57467,115356,-1522,-968
(주)국보,001140,2020/12,15787,16749,53289,109929,31202,30827,74173,90824,-7534,-10803
(주)국보,001140,2021/12,13871,14799,53418,96850,34241,31843,80665,102315,-8723,-8009
(주)금양,001570,2011/12,23408,42140,100919,109810,43024,45176,124086,130818,6136,6953
(주)금양,001570,2012/12,23401,42999,108276,122905,45262,45543,127197,127557,6410,6614
(주)금양,001570,2013/12,23186,42071,132045,156304,45423,45554,142485,147115,5188,5644
(주)금양,001570,2014/12,23088,37202,137946,158551,46482,44490,145136,160245,7002,5164
(주)금양,001570,2015/12,24650,37772,152450,159000,46703,57954,157468,165406,8206,6856
(주)금양,001570,2016/12,25256,50961,161002,168682,22239,34481,174954,178902,8874,12127
(주)금양,001570,2017/12,25515,49447,150809,180374,31252,57595,167121,196084,5935,13141
(주)금양,001570,2018/12,25665,48579,151676,205441,49188,79456,155507,204777,6517,13526
(주)금양,001570,2019/12,30964,56213,135915,172724,35005,68287,171932,224223,5272,9211
(주)금양,001570,2020/12,29898,55010,120928,176170,46372,79794,160124,219852,3964,6007
(주)금양,001570,2021/12,45250,77430,175521,217719,59110,117407,233731,314832,7236,12136
(주)금호에이치티,214330,2011/12,,,,,,,,,,
(주)금호에이치티,214330,2012/12,,,,,,,,,,
(주)금호에이치티,214330,2013/12,20355,24525,124006,124006,47598,47631,87560,90564,10458,10456
(주)금호에이치티,214330,2014/12,23724,29715,175222,179174,62006,63009,102363,110806,16251,16325
(주)금호에이치티,214330,2015/12,25050,35130,181780,203072,82117,81388,109367,123876,20514,20339
(주)금호에이치티,214330,2016/12,52902,61938,189734,208575,92714,86282,151787,156607,16481,14295
(주)금호에이치티,214330,2017/12,48127,55755,165485,179708,97561,90754,146407,150164,11008,8924
(주)금호에이치티,214330,2018/12,45119,52873,189250,209260,131065,124852,230269,238380,7514,10493
(주)금호에이치티,214330,2019/12,46469,55766,221734,251095,180770,172631,314666,322078,4530,4059
(주)금호에이치티,214330,2020/12,40195,57264,181174,219633,226810,223140,333353,344299,-4472,-4711
(주)금호에이치티,214330,2021/12,39235,73716,197312,233986,332537,350810,419500,458796,-5801,6526
(주)까뮤이앤씨,013700,2011/12,53933,,90048,,46083,,248885,,-132766,
(주)까뮤이앤씨,013700,2012/12,31502,,90977,,40763,,203481,,3874,
(주)까뮤이앤씨,013700,2013/12,34891,,83569,,33716,,167635,,-1085,
(주)까뮤이앤씨,013700,2014/12,35096,,123568,,35697,,129648,,2850,
(주)까뮤이앤씨,013700,2015/12,43494,,132370,,45786,,129465,,4030,
(주)까뮤이앤씨,013700,2016/12,48766,,139708,,51113,,142978,,4443,
(주)까뮤이앤씨,013700,2017/12,49927,,172177,,59106,,139938,,10091,
(주)까뮤이앤씨,013700,2018/12,50029,,116297,,59563,,142240,,4050,
(주)까뮤이앤씨,013700,2019/12,49968,,283421,,70932,,168876,,14845,
(주)까뮤이앤씨,013700,2020/12,53265,,161729,,82766,,166218,,2818,
(주)까뮤이앤씨,013700,2021/12,52904,,163687,,98812,,195058,,-3011,
(주)나이스홀딩스,034310,2011/12,20155,63443,27907,194810,257761,322297,329687,427574,8388,46386
(주)나이스홀딩스,034310,2012/12,9377,71147,32479,211902,316297,394675,326573,496054,13242,44717
(주)나이스홀딩스,034310,2013/12,20087,188455,24586,754166,320113,570818,340425,865450,6707,73230
(주)나이스홀딩스,034310,2014/12,24629,329306,24855,936827,324733,667096,374467,1191005,5482,71784
(주)나이스홀딩스,034310,2015/12,22793,264904,30358,1090840,310981,695351,379919,1242454,8150,91245
(주)나이스홀딩스,034310,2016/12,20631,249547,33693,1346411,325079,773235,388557,1408253,15309,126927
(주)나이스홀딩스,034310,2017/12,18897,265261,37458,1450069,325610,877936,384844,1742367,18273,122598
(주)나이스홀딩스,034310,2018/12,19968,433179,40325,1611892,336350,1040008,423390,2172978,22616,128331
(주)나이스홀딩스,034310,2019/12,20486,541260,44670,1877744,334729,1223621,438147,2564827,27467,154235
(주)나이스홀딩스,034310,2020/12,19133,620854,38981,2055514,312371,1249598,473226,2730355,19196,153148
(주)나이스홀딩스,034310,2021/12,22173,780523,43252,2449867,322788,1320445,467715,3083783,21844,144269
(주)남선알미늄,008350,2011/12,71247,71247,302411,302411,43707,74234,224293,259575,4914,4921
(주)남선알미늄,008350,2012/12,68427,,308547,,61333,,236720,,-3929,
(주)남선알미늄,008350,2013/12,67101,,353379,,70828,,237577,,13600,
(주)남선알미늄,008350,2014/12,67327,,341293,,87468,,240322,,13927,
(주)남선알미늄,008350,2015/12,65054,,350318,,103068,,286102,,17101,
(주)남선알미늄,008350,2016/12,64129,,400734,,122569,,283414,,24179,
(주)남선알미늄,008350,2017/12,62102,,400668,,147810,,284649,,20750,
(주)남선알미늄,008350,2018/12,76006,76006,347835,347835,168875,168720,294950,303023,9582,9426
(주)남선알미늄,008350,2019/12,73577,73577,324782,324782,176357,179100,292560,295530,11593,11579
(주)남선알미늄,008350,2020/12,66041,66041,268475,268475,174062,189545,276932,295153,-1421,-1515
(주)남선알미늄,008350,2021/12,60804,60804,230344,230344,169123,235931,275681,355238,-6778,-6912
(주)남성,004270,2011/12,3769,8399,55212,66156,80449,86424,185361,222934,4352,-328
(주)남성,004270,2012/12,3686,8239,55617,68020,81342,79934,189441,221415,3884,-36
(주)남성,004270,2013/12,3506,7952,56628,73072,81514,78185,170466,200079,3152,2047
